run_id,day,drone_id,flower_id,x,y,pollinated_at
stage15_20260526_170113,8,0,18,7.913,0.708,2026-05-26 17:04:44
stage15_20260526_170113,8,1,66,10.872,2.258,2026-05-26 17:04:46
stage15_20260526_170113,8,1,41,12.925,3.557,2026-05-26 17:04:56
stage15_20260526_170113,8,0,37,13.372,2.109,2026-05-26 17:04:57
stage15_20260526_170113,8,1,45,13.85,4.496,2026-05-26 17:05:07
stage15_20260526_170113,8,0,23,10.327,1.501,2026-05-26 17:05:08
stage15_20260526_170113,8,0,52,9.85,3.755,2026-05-26 17:05:19
stage15_20260526_170113,8,1,38,12.3,7.574,2026-05-26 17:05:20
stage15_20260526_170113,8,0,8,9.345,5.662,2026-05-26 17:05:30
stage15_20260526_170113,8,1,50,11.386,8.951,2026-05-26 17:05:31
stage15_20260526_170113,8,0,14,11.472,6.441,2026-05-26 17:05:39
stage15_20260526_170113,8,1,21,13.333,10.972,2026-05-26 17:05:42
stage15_20260526_170113,8,0,57,12.122,4.471,2026-05-26 17:05:48
stage15_20260526_170113,8,1,10,12.163,11.254,2026-05-26 17:05:51
stage15_20260526_170113,8,0,36,12.658,5.726,2026-05-26 17:05:58
stage15_20260526_170113,8,1,62,13.206,14.038,2026-05-26 17:06:04
stage15_20260526_170113,8,0,22,12.935,6.84,2026-05-26 17:06:09
stage15_20260526_170113,8,1,51,11.495,13.754,2026-05-26 17:06:14
stage15_20260526_170113,8,0,5,12.226,8.911,2026-05-26 17:06:19
stage15_20260526_170113,8,1,20,9.673,13.577,2026-05-26 17:06:23
stage15_20260526_170113,8,0,48,13.222,9.175,2026-05-26 17:06:28
stage15_20260526_170113,8,1,39,9.326,11.979,2026-05-26 17:06:33
stage15_20260526_170113,8,0,15,13.907,12.407,2026-05-26 17:06:39
stage15_20260526_170113,8,1,67,7.945,9.697,2026-05-26 17:06:43
stage15_20260526_170113,8,0,25,11.371,11.682,2026-05-26 17:06:48
stage15_20260526_170113,8,1,40,8.203,6.517,2026-05-26 17:06:54
stage15_20260526_170113,8,0,43,9.811,10.697,2026-05-26 17:07:00
stage15_20260526_170113,8,1,33,8.638,7.81,2026-05-26 17:07:03
stage15_20260526_170113,8,0,53,9.013,11.151,2026-05-26 17:07:09
stage15_20260526_170113,8,1,55,10.164,7.018,2026-05-26 17:07:12
stage15_20260526_170113,8,0,32,8.792,9.883,2026-05-26 17:07:19
stage15_20260526_170113,8,1,34,9.835,4.78,2026-05-26 17:07:24
stage15_20260526_170113,8,0,56,8.151,12.902,2026-05-26 17:07:29
stage15_20260526_170113,8,1,9,8.984,3.027,2026-05-26 17:07:35
stage15_20260526_170113,8,0,6,8.208,11.98,2026-05-26 17:07:40
stage15_20260526_170113,8,1,19,8.416,1.771,2026-05-26 17:07:46
stage15_20260526_170113,8,0,46,8.596,14.076,2026-05-26 17:07:50
stage15_20260526_170113,8,1,17,7.604,2.147,2026-05-26 17:07:55
stage15_20260526_170113,8,0,13,5.623,14.264,2026-05-26 17:08:01
stage15_20260526_170113,8,1,61,7.34,4.412,2026-05-26 17:08:06
stage15_20260526_170113,8,0,4,2.815,13.718,2026-05-26 17:08:14
stage15_20260526_170113,8,1,27,6.438,4.488,2026-05-26 17:08:18
stage15_20260526_170113,8,0,47,2.273,12.933,2026-05-26 17:08:25
stage15_20260526_170113,8,1,54,6.135,2.707,2026-05-26 17:08:30
stage15_20260526_170113,8,0,44,3.725,11.806,2026-05-26 17:08:36
stage15_20260526_170113,8,1,64,4.131,1.814,2026-05-26 17:08:41
stage15_20260526_170113,8,0,1,2.214,10.785,2026-05-26 17:08:48
stage15_20260526_170113,8,1,12,2.643,2.599,2026-05-26 17:08:50
stage15_20260526_170113,8,0,49,3.309,9.743,2026-05-26 17:08:57
stage15_20260526_170113,8,1,65,0.977,2.772,2026-05-26 17:08:59
stage15_20260526_170113,8,0,69,3.095,7.796,2026-05-26 17:09:06
stage15_20260526_170113,8,1,7,1.323,3.799,2026-05-26 17:09:09
stage15_20260526_170113,8,0,29,6.227,7.246,2026-05-26 17:09:15
stage15_20260526_170113,8,1,31,3.283,3.661,2026-05-26 17:09:20
stage15_20260526_170113,8,0,68,6.596,5.626,2026-05-26 17:09:26
stage15_20260526_170113,8,1,16,2.217,6.613,2026-05-26 17:09:31
stage15_20260526_170113,8,0,58,4.395,5.048,2026-05-26 17:09:37
stage15_20260526_170113,8,1,59,3.513,6.414,2026-05-26 17:09:40
stage15_20260526_170113,8,0,70,5.083,4.039,2026-05-26 17:09:46
stage15_20260526_170113,8,1,3,3.698,8.714,2026-05-26 17:09:50
stage15_20260526_170113,8,0,63,6.979,1.384,2026-05-26 17:09:55
stage15_20260526_170113,8,1,30,4.579,10.174,2026-05-26 17:09:59
stage15_20260526_170113,8,0,24,3.614,2.499,2026-05-26 17:10:05
stage15_20260526_170113,8,1,42,2.91,11.578,2026-05-26 17:10:10
stage15_20260526_170113,8,0,2,1.132,1.974,2026-05-26 17:10:16
stage15_20260526_170113,8,1,26,5.315,12.419,2026-05-26 17:10:19
stage15_20260526_170113,8,0,60,0.78,5.484,2026-05-26 17:10:26
stage15_20260526_170113,8,1,35,6.933,14.279,2026-05-26 17:10:29
