ts,day,D0_state,D0_x,D0_y,D0_z,D0_batt,D1_state,D1_x,D1_y,D1_z,D1_batt
1779782144.284,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,0.0,0.0,0.0,100.0
1779782144.786,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779782145.285,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779782145.784,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779782146.286,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779782146.786,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779782147.284,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779782147.785,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779782148.284,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779782148.785,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779782149.286,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779782149.784,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779782150.787,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779782151.284,5,IDLE,6.9,-1.0,0.628,100.0,TAKEOFF,8.1,-1.0,0.662,100.0
1779782151.784,5,TAKEOFF,6.9,-1.0,1.228,99.8,TAKEOFF,8.1,-1.0,1.262,99.9
1779782152.284,5,TAKEOFF,6.9,-1.0,1.828,99.8,TAKEOFF,8.1,-1.0,1.862,99.8
1779782152.784,5,TAKEOFF,6.9,-1.0,2.428,99.8,TAKEOFF,8.1,-1.0,2.462,99.7
1779782153.284,5,TAKEOFF,6.9,-1.0,3.028,99.6,TAKEOFF,8.1,-1.0,3.062,99.7
1779782153.784,5,TAKEOFF,6.9,-1.0,3.546,99.5,TAKEOFF,8.1,-1.0,3.567,99.6
1779782154.285,5,TAKEOFF,6.9,-1.0,3.795,99.4,TAKEOFF,8.1,-1.0,3.806,99.5
1779782154.785,5,SURVEY,6.116,-0.417,3.908,99.3,SURVEY,8.501,-0.388,3.913,99.4
1779782155.284,5,SURVEY,5.116,0.011,3.958,99.3,SURVEY,8.775,0.029,3.961,99.3
1779782155.784,5,SURVEY,4.116,0.24,3.981,99.2,SURVEY,8.919,0.443,3.983,99.2
1779782156.285,5,SURVEY,3.117,0.361,3.992,99.2,SURVEY,8.996,1.443,3.992,99.2
1779782156.785,5,SURVEY,2.401,0.426,3.996,99.0,SURVEY,9.037,2.443,3.997,99.1
1779782157.284,5,SURVEY,2.019,0.461,3.998,98.9,SURVEY,9.059,3.443,3.998,99.0
1779782157.784,5,SURVEY,1.815,1.148,3.999,98.8,SURVEY,9.07,4.443,3.999,98.9
1779782158.284,5,SURVEY,1.707,2.148,4.0,98.8,SURVEY,9.076,5.443,4.0,98.8
1779782158.785,5,SURVEY,1.649,3.148,4.0,98.7,SURVEY,9.08,6.443,4.0,98.7
1779782159.284,5,SURVEY,1.619,4.148,4.0,98.6,SURVEY,9.081,7.443,4.0,98.7
1779782159.784,5,SURVEY,1.602,5.148,4.0,98.6,SURVEY,9.082,8.443,4.0,98.6
1779782160.286,5,SURVEY,1.593,6.148,4.0,98.4,SURVEY,9.083,9.443,4.0,98.5
1779782160.785,5,SURVEY,1.589,7.148,4.0,98.3,SURVEY,9.083,10.443,4.0,98.4
1779782161.285,5,SURVEY,1.586,8.148,4.0,98.2,SURVEY,9.083,11.443,4.0,98.3
1779782161.786,5,SURVEY,1.585,9.148,4.0,98.2,SURVEY,9.083,12.443,4.0,98.2
1779782162.284,5,SURVEY,1.584,10.148,4.0,98.2,SURVEY,9.083,13.363,4.0,98.2
1779782162.784,5,SURVEY,1.584,11.148,4.0,98.0,SURVEY,9.083,13.896,4.0,98.1
1779782163.285,5,SURVEY,1.584,12.148,4.0,97.9,SURVEY,9.219,14.18,4.0,98.0
1779782163.785,5,SURVEY,1.583,13.131,4.0,97.8,SURVEY,10.134,14.33,4.0,97.9
1779782164.284,5,SURVEY,1.583,13.77,4.0,97.7,SURVEY,10.658,14.41,4.0,97.8
1779782164.785,5,SURVEY,1.583,14.111,4.0,97.7,SURVEY,10.935,14.213,4.0,97.7
1779782165.285,5,SURVEY,2.443,14.293,4.0,97.6,SURVEY,11.083,13.213,4.0,97.7
1779782165.785,5,SURVEY,3.053,14.389,4.0,97.5,SURVEY,11.161,12.213,4.0,97.6
1779782166.284,5,SURVEY,3.378,14.441,4.0,97.4,SURVEY,11.203,11.213,4.0,97.5
1779782166.785,5,SURVEY,3.552,13.557,4.0,97.3,SURVEY,11.225,10.213,4.0,97.4
1779782167.285,5,SURVEY,3.644,12.557,4.0,97.2,SURVEY,11.237,9.213,4.0,97.3
