timestamp,day,phase,drone_id,state,x,y,z,battery_pct,pollinated_count
1779763575.299,5,INIT,0,IDLE,0.000,0.000,0.000,100.0,0
1779763575.299,5,INIT,1,IDLE,0.000,0.000,0.000,100.0,0
1779763575.800,5,INIT,0,IDLE,0.000,0.000,0.000,100.0,0
1779763575.800,5,INIT,1,IDLE,0.000,0.000,0.000,100.0,0
1779763576.300,5,INIT,0,IDLE,0.000,0.000,0.000,100.0,0
1779763576.300,5,INIT,1,IDLE,0.000,0.000,0.000,100.0,0
1779763576.800,5,INIT,0,IDLE,0.000,0.000,0.000,100.0,0
1779763576.800,5,INIT,1,IDLE,0.000,0.000,0.000,100.0,0
1779763577.300,5,INIT,0,IDLE,0.000,0.000,0.000,100.0,0
1779763577.300,5,INIT,1,IDLE,0.000,0.000,0.000,100.0,0
1779763577.800,5,INIT,0,IDLE,0.000,0.000,0.000,100.0,0
1779763577.800,5,INIT,1,IDLE,0.000,0.000,0.000,100.0,0
1779763578.300,5,INIT,0,IDLE,0.000,0.000,0.000,100.0,0
1779763578.300,5,INIT,1,IDLE,0.000,0.000,0.000,100.0,0
1779763578.800,5,INIT,0,IDLE,0.000,0.000,0.000,100.0,0
1779763578.800,5,INIT,1,IDLE,0.000,0.000,0.000,100.0,0
1779763579.299,5,INIT,0,IDLE,0.000,0.000,0.000,100.0,0
1779763579.300,5,INIT,1,IDLE,0.000,0.000,0.000,100.0,0
1779763579.800,5,INIT,0,IDLE,0.000,0.000,0.000,100.0,0
1779763579.800,5,INIT,1,IDLE,0.000,0.000,0.000,100.0,0
1779763580.300,5,INIT,0,IDLE,0.000,0.000,0.000,100.0,0
1779763580.300,5,INIT,1,IDLE,0.000,0.000,0.000,100.0,0
1779763580.800,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779763580.800,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779763581.300,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779763581.300,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779763581.800,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779763581.800,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779763582.300,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779763582.300,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779763582.800,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779763582.800,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779763583.300,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779763583.300,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779763583.800,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779763583.800,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779763584.299,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779763584.300,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779763584.800,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779763584.800,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779763585.300,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779763585.300,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779763585.800,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779763585.800,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779763586.300,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779763586.300,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779763586.800,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
