timestamp,day,phase,drone_id,state,x,y,z,battery_pct,pollinated_count
1779761741.657,5,INIT,0,IDLE,0.000,0.000,0.000,100.0,0
1779761741.657,5,INIT,1,IDLE,0.000,0.000,0.000,100.0,0
1779761742.157,5,INIT,0,IDLE,0.000,0.000,0.000,100.0,0
1779761742.157,5,INIT,1,IDLE,0.000,0.000,0.000,100.0,0
1779761742.657,5,INIT,0,IDLE,0.000,0.000,0.000,100.0,0
1779761742.657,5,INIT,1,IDLE,0.000,0.000,0.000,100.0,0
1779761743.157,5,INIT,0,IDLE,0.000,0.000,0.000,100.0,0
1779761743.157,5,INIT,1,IDLE,0.000,0.000,0.000,100.0,0
1779761743.657,5,INIT,0,IDLE,0.000,0.000,0.000,100.0,0
1779761743.657,5,INIT,1,IDLE,0.000,0.000,0.000,100.0,0
1779761744.157,5,INIT,0,IDLE,0.000,0.000,0.000,100.0,0
1779761744.157,5,INIT,1,IDLE,0.000,0.000,0.000,100.0,0
1779761744.657,5,INIT,0,IDLE,0.000,0.000,0.000,100.0,0
1779761744.657,5,INIT,1,IDLE,0.000,0.000,0.000,100.0,0
1779761745.157,5,INIT,0,IDLE,0.000,0.000,0.000,100.0,0
1779761745.157,5,INIT,1,IDLE,0.000,0.000,0.000,100.0,0
1779761745.657,5,INIT,0,IDLE,0.000,0.000,0.000,100.0,0
1779761745.657,5,INIT,1,IDLE,0.000,0.000,0.000,100.0,0
1779761746.157,5,INIT,0,IDLE,0.000,0.000,0.000,100.0,0
1779761746.157,5,INIT,1,IDLE,0.000,0.000,0.000,100.0,0
1779761746.657,5,INIT,0,IDLE,0.000,0.000,0.000,100.0,0
1779761746.657,5,INIT,1,IDLE,0.000,0.000,0.000,100.0,0
1779761747.157,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761747.157,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761747.658,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761747.658,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761748.157,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761748.157,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761748.657,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761748.657,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761749.157,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761749.157,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761749.657,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761749.657,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761750.157,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761750.157,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761750.657,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761750.657,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761751.157,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761751.157,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761751.658,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761751.658,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761752.157,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761752.157,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761752.657,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761752.657,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761753.157,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761753.157,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761753.657,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761753.657,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761754.157,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761754.157,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761754.657,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761754.657,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761755.157,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761755.157,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761755.657,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761755.657,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761756.157,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761756.157,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761756.657,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761756.657,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761757.157,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761757.157,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761757.657,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761757.657,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761758.157,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761758.157,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761758.657,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761758.657,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761759.157,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761759.157,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761759.657,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761759.657,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761760.157,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761760.157,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761760.657,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761760.657,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761761.157,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761761.157,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761761.657,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761761.657,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761762.157,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761762.157,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761762.657,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761762.657,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761763.157,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761763.157,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761763.657,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761763.658,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761764.157,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761764.157,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761764.658,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761764.658,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761765.157,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761765.157,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761765.657,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761765.657,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761766.157,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761766.157,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761766.657,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761766.657,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761767.158,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761767.158,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761767.657,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761767.657,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761768.157,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761768.157,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761768.657,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761768.657,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761769.157,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761769.157,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761769.657,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761769.657,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761770.157,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761770.157,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761770.657,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761770.657,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761771.157,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761771.157,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761771.657,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761771.657,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761772.157,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761772.157,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761772.657,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761772.657,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761773.157,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761773.157,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761773.657,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761773.658,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761774.157,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761774.157,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761774.657,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761774.657,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761775.157,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761775.157,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761775.657,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761775.657,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
1779761776.157,5,SURVEY,0,IDLE,0.000,0.000,0.000,100.0,0
1779761776.157,5,SURVEY,1,IDLE,0.000,0.000,0.000,100.0,0
