ts,day,D0_state,D0_x,D0_y,D0_z,D0_batt,D1_state,D1_x,D1_y,D1_z,D1_batt
1779786074.491,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,0.0,0.0,0.0,100.0
1779786074.99,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779786075.49,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779786075.99,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779786076.49,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779786076.99,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779786077.49,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779786077.99,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779786078.49,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779786078.99,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779786079.49,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779786079.99,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779786080.493,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779786080.99,5,TAKEOFF,6.9,-1.0,0.652,99.9,TAKEOFF,8.1,-1.0,0.662,100.0
1779786081.49,5,TAKEOFF,6.9,-1.0,1.252,99.8,TAKEOFF,8.1,-1.0,1.262,99.9
1779786081.99,5,TAKEOFF,6.9,-1.0,1.852,99.7,TAKEOFF,8.1,-1.0,1.862,99.8
1779786082.49,5,TAKEOFF,6.9,-1.0,2.452,99.7,TAKEOFF,8.1,-1.0,2.462,99.7
1779786082.99,5,TAKEOFF,6.9,-1.0,3.052,99.6,TAKEOFF,8.1,-1.0,3.062,99.6
1779786083.49,5,TAKEOFF,6.9,-1.0,3.56,99.5,TAKEOFF,8.1,-1.0,3.567,99.6
1779786083.99,5,TAKEOFF,6.9,-1.0,3.802,99.4,TAKEOFF,8.1,-1.0,3.806,99.5
1779786084.49,5,SURVEY,6.076,-0.394,3.911,99.3,SURVEY,8.502,-0.387,3.913,99.4
1779786084.99,5,SURVEY,5.076,0.024,3.96,99.3,SURVEY,8.775,0.029,3.961,99.3
1779786085.49,5,SURVEY,4.076,0.246,3.982,99.2,SURVEY,8.92,0.443,3.983,99.2
1779786085.99,5,SURVEY,3.079,0.365,3.992,99.1,SURVEY,8.996,1.443,3.992,99.1
1779786086.49,5,SURVEY,2.381,0.428,3.996,99.0,SURVEY,9.037,2.443,3.997,99.1
1779786086.99,5,SURVEY,2.008,0.462,3.998,98.9,SURVEY,9.059,3.443,3.998,99.0
1779786087.49,5,SURVEY,1.81,1.188,3.999,98.8,SURVEY,9.07,4.443,3.999,98.9
1779786087.99,5,SURVEY,1.704,2.188,4.0,98.8,SURVEY,9.076,5.443,4.0,98.8
1779786088.49,5,SURVEY,1.648,3.188,4.0,98.7,SURVEY,9.08,6.443,4.0,98.7
1779786088.99,5,SURVEY,1.618,4.188,4.0,98.6,SURVEY,9.081,7.443,4.0,98.7
1779786089.49,5,SURVEY,1.602,5.188,4.0,98.5,SURVEY,9.082,8.443,4.0,98.6
1779786089.99,5,SURVEY,1.593,6.188,4.0,98.4,SURVEY,9.083,9.443,4.0,98.5
1779786090.49,5,SURVEY,1.589,7.188,4.0,98.3,SURVEY,9.083,10.443,4.0,98.4
1779786090.99,5,SURVEY,1.586,8.188,4.0,98.3,SURVEY,9.083,11.443,4.0,98.3
1779786091.49,5,SURVEY,1.585,9.188,4.0,98.2,SURVEY,9.083,12.443,4.0,98.2
1779786091.99,5,SURVEY,1.584,10.188,4.0,98.1,SURVEY,9.083,13.363,4.0,98.2
1779786092.49,5,SURVEY,1.584,11.188,4.0,98.0,SURVEY,9.083,13.896,4.0,98.1
1779786092.99,5,SURVEY,1.584,12.188,4.0,97.9,SURVEY,9.219,14.18,4.0,98.0
1779786093.49,5,SURVEY,1.583,13.165,4.0,97.8,SURVEY,10.134,14.33,4.0,97.9
1779786093.99,5,SURVEY,1.583,13.789,4.0,97.7,SURVEY,10.658,14.41,4.0,97.8
1779786094.49,5,SURVEY,1.583,14.121,4.0,97.7,SURVEY,10.936,14.213,4.0,97.7
1779786094.99,5,SURVEY,2.476,14.298,4.0,97.6,SURVEY,11.083,13.213,4.0,97.7
1779786095.49,5,SURVEY,3.071,14.392,4.0,97.5,SURVEY,11.161,12.213,4.0,97.6
1779786095.99,5,SURVEY,3.388,14.443,4.0,97.4,SURVEY,11.203,11.213,4.0,97.5
1779786096.49,5,SURVEY,3.557,13.517,4.0,97.3,SURVEY,11.225,10.213,4.0,97.4
1779786096.99,5,SURVEY,3.647,12.517,4.0,97.2,SURVEY,11.237,9.213,4.0,97.3
1779786097.49,5,SURVEY,3.695,11.517,4.0,97.2,SURVEY,11.243,8.213,4.0,97.2
1779786097.99,5,SURVEY,3.721,10.517,4.0,97.1,SURVEY,11.246,7.213,4.0,97.1
1779786098.49,5,SURVEY,3.734,9.517,4.0,97.0,SURVEY,11.248,6.213,4.0,97.1
1779786098.99,5,SURVEY,3.742,8.517,4.0,96.9,SURVEY,11.249,5.213,4.0,97.0
1779786099.49,5,SURVEY,3.746,7.517,4.0,96.8,SURVEY,11.249,4.213,4.0,96.9
1779786099.99,5,SURVEY,3.748,6.517,4.0,96.7,SURVEY,11.25,3.213,4.0,96.8
1779786100.49,5,SURVEY,3.749,5.517,4.0,96.7,SURVEY,11.25,2.213,4.0,96.7
1779786100.99,5,SURVEY,3.749,4.517,4.0,96.6,SURVEY,11.25,1.412,4.0,96.6
1779786101.49,5,SURVEY,3.75,3.517,4.0,96.5,SURVEY,11.25,0.984,4.0,96.6
1779786101.99,5,SURVEY,3.75,2.517,4.0,96.4,SURVEY,11.786,0.757,4.0,96.5
1779786102.49,5,SURVEY,3.75,1.608,4.0,96.3,SURVEY,12.55,0.636,4.0,96.4
1779786102.99,5,SURVEY,3.75,1.091,4.0,96.3,SURVEY,12.957,0.572,4.0,96.3
1779786103.49,5,SURVEY,3.974,0.815,4.0,96.2,SURVEY,13.173,1.189,4.0,96.2
1779786103.99,5,SURVEY,4.858,0.668,4.0,96.1,SURVEY,13.287,2.189,4.0,96.2
