ts,day,D0_state,D0_x,D0_y,D0_z,D0_batt,D1_state,D1_x,D1_y,D1_z,D1_batt
1779787591.683,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,0.0,0.0,0.0,100.0
1779787592.183,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779787592.683,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779787593.183,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779787593.683,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779787594.183,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779787594.683,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779787595.183,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779787595.683,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779787596.184,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779787596.683,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779787597.183,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779787597.685,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779787598.183,5,TAKEOFF,6.9,-1.0,0.633,99.9,TAKEOFF,8.1,-1.0,0.638,100.0
1779787598.683,5,TAKEOFF,6.9,-1.0,1.233,99.8,TAKEOFF,8.1,-1.0,1.238,99.9
1779787599.183,5,TAKEOFF,6.9,-1.0,1.833,99.7,TAKEOFF,8.1,-1.0,1.838,99.8
1779787599.683,5,TAKEOFF,6.9,-1.0,2.433,99.7,TAKEOFF,8.1,-1.0,2.438,99.7
1779787600.183,5,TAKEOFF,6.9,-1.0,3.033,99.6,TAKEOFF,8.1,-1.0,3.038,99.7
1779787600.683,5,TAKEOFF,6.9,-1.0,3.548,99.5,TAKEOFF,8.1,-1.0,3.554,99.6
1779787601.183,5,TAKEOFF,6.9,-1.0,3.795,99.4,TAKEOFF,8.1,-1.0,3.8,99.5
1779787601.683,5,SURVEY,6.108,-0.414,3.907,99.3,SURVEY,8.487,-0.41,3.91,99.4
1779787602.183,5,SURVEY,5.108,0.012,3.958,99.2,SURVEY,8.766,0.016,3.96,99.3
1779787602.683,5,SURVEY,4.108,0.239,3.981,99.2,SURVEY,8.915,0.402,3.982,99.2
1779787603.183,5,SURVEY,3.109,0.361,3.991,99.1,SURVEY,8.994,1.402,3.992,99.2
1779787603.683,5,SURVEY,2.399,0.426,3.996,99.0,SURVEY,9.036,2.402,3.996,99.1
1779787604.183,5,SURVEY,2.019,0.46,3.998,98.9,SURVEY,9.058,3.402,3.998,99.0
1779787604.683,5,SURVEY,1.816,1.155,3.999,98.8,SURVEY,9.07,4.402,3.999,98.9
1779787605.183,5,SURVEY,1.708,2.155,4.0,98.8,SURVEY,9.076,5.402,4.0,98.8
1779787605.683,5,SURVEY,1.65,3.155,4.0,98.7,SURVEY,9.08,6.402,4.0,98.7
1779787606.183,5,SURVEY,1.619,4.155,4.0,98.6,SURVEY,9.081,7.402,4.0,98.7
1779787606.683,5,SURVEY,1.602,5.155,4.0,98.5,SURVEY,9.082,8.402,4.0,98.6
1779787607.183,5,SURVEY,1.593,6.155,4.0,98.4,SURVEY,9.083,9.402,4.0,98.5
1779787607.683,5,SURVEY,1.589,7.155,4.0,98.3,SURVEY,9.083,10.402,4.0,98.4
1779787608.183,5,SURVEY,1.586,8.155,4.0,98.2,SURVEY,9.083,11.402,4.0,98.3
1779787608.683,5,SURVEY,1.585,9.155,4.0,98.2,SURVEY,9.083,12.402,4.0,98.2
1779787609.183,5,SURVEY,1.584,10.155,4.0,98.1,SURVEY,9.083,13.335,4.0,98.2
1779787609.684,5,SURVEY,1.584,11.155,4.0,98.0,SURVEY,9.083,13.882,4.0,98.1
1779787610.183,5,SURVEY,1.584,12.155,4.0,97.9,SURVEY,9.179,14.172,4.0,98.0
1779787610.683,5,SURVEY,1.583,13.137,4.0,97.8,SURVEY,10.105,14.326,4.0,97.9
1779787611.183,5,SURVEY,1.583,13.772,4.0,97.8,SURVEY,10.642,14.407,4.0,97.8
1779787611.683,5,SURVEY,1.583,14.111,4.0,97.7,SURVEY,10.927,14.352,4.0,97.7
1779787612.183,5,SURVEY,2.442,14.292,4.0,97.6,SURVEY,11.078,13.352,4.0,97.7
1779787612.683,5,SURVEY,3.051,14.389,4.0,97.5,SURVEY,11.159,12.352,4.0,97.6
1779787613.183,5,SURVEY,3.377,14.441,4.0,97.4,SURVEY,11.202,11.352,4.0,97.5
1779787613.683,5,SURVEY,3.55,13.557,4.0,97.3,SURVEY,11.224,10.352,4.0,97.4
1779787614.183,5,SURVEY,3.643,12.557,4.0,97.2,SURVEY,11.236,9.352,4.0,97.3
1779787614.683,5,SURVEY,3.693,11.557,4.0,97.2,SURVEY,11.243,8.352,4.0,97.2
1779787615.183,5,SURVEY,3.72,10.557,4.0,97.1,SURVEY,11.246,7.352,4.0,97.2
1779787615.683,5,SURVEY,3.734,9.557,4.0,97.0,SURVEY,11.248,6.352,4.0,97.1
1779787616.183,5,SURVEY,3.741,8.557,4.0,96.9,SURVEY,11.249,5.352,4.0,97.0
1779787616.683,5,SURVEY,3.745,7.557,4.0,96.8,SURVEY,11.249,4.352,4.0,96.9
1779787617.183,5,SURVEY,3.748,6.557,4.0,96.7,SURVEY,11.25,3.352,4.0,96.8
1779787617.683,5,SURVEY,3.749,5.557,4.0,96.7,SURVEY,11.25,2.352,4.0,96.7
1779787618.183,5,SURVEY,3.749,4.557,4.0,96.6,SURVEY,11.25,1.5,4.0,96.7
1779787618.683,5,SURVEY,3.75,3.557,4.0,96.5,SURVEY,11.25,1.033,4.0,96.6
1779787619.183,5,SURVEY,3.75,2.557,4.0,96.4,SURVEY,11.642,0.783,4.0,96.5
1779787619.683,5,SURVEY,3.75,1.638,4.0,96.3,SURVEY,12.465,0.651,4.0,96.4
1779787620.183,5,SURVEY,3.75,1.108,4.0,96.2,SURVEY,12.911,0.58,4.0,96.3
1779787620.683,5,SURVEY,3.942,0.825,4.0,96.2,SURVEY,13.148,0.947,4.0,96.2
1779787621.183,5,SURVEY,4.835,0.674,4.0,96.1,SURVEY,13.274,1.947,4.0,96.2
1779787621.683,5,SURVEY,5.339,0.593,4.0,96.0,SURVEY,13.341,2.947,4.0,96.1
1779787622.183,5,SURVEY,5.608,0.748,4.0,95.9,SURVEY,13.376,3.947,4.0,96.0
1779787622.683,5,SURVEY,5.752,1.748,4.0,95.8,SURVEY,13.395,4.947,4.0,95.9
1779787623.183,5,SURVEY,5.829,2.748,4.0,95.8,SURVEY,13.405,5.947,4.0,95.8
1779787623.683,5,SURVEY,5.87,3.748,4.0,95.7,SURVEY,13.411,6.947,4.0,95.7
1779787624.183,5,SURVEY,5.892,4.748,4.0,95.6,SURVEY,13.413,7.947,4.0,95.7
1779787624.683,5,SURVEY,5.903,5.748,4.0,95.5,SURVEY,13.415,8.947,4.0,95.6
1779787625.183,5,SURVEY,5.909,6.748,4.0,95.4,SURVEY,13.416,9.947,4.0,95.5
1779787625.683,5,SURVEY,5.913,7.748,4.0,95.3,SURVEY,13.416,10.947,4.0,95.4
1779787626.183,5,SURVEY,5.915,8.748,4.0,95.2,SURVEY,13.416,11.947,4.0,95.3
1779787626.683,5,SURVEY,5.916,9.748,4.0,95.2,SURVEY,13.417,12.947,4.0,95.2
1779787627.183,5,SURVEY,5.916,10.748,4.0,95.1,SURVEY,13.417,13.674,4.0,95.2
1779787627.683,5,SURVEY,5.916,11.748,4.0,95.0,SURVEY,13.417,14.061,4.0,95.1
1779787628.183,5,SURVEY,5.916,12.748,4.0,94.9,SURVEY,12.825,13.571,4.0,95.0
1779787628.683,5,SURVEY,5.917,13.56,4.0,94.8,RETURN_FROM_SURVEY,11.825,12.571,4.0,94.9
1779787629.183,5,SURVEY,5.917,13.998,4.0,94.8,RETURN_FROM_SURVEY,10.825,11.571,4.0,94.8
1779787629.683,5,RETURN_FROM_SURVEY,6.13,13.766,4.0,94.7,RETURN_FROM_SURVEY,9.825,10.571,4.0,94.7
1779787630.183,5,RETURN_FROM_SURVEY,6.489,12.766,4.0,94.6,RETURN_FROM_SURVEY,9.021,9.571,4.0,94.7
1779787630.683,5,RETURN_FROM_SURVEY,6.68,11.766,4.0,94.5,RETURN_FROM_SURVEY,8.59,8.571,4.0,94.6
1779787631.183,5,RETURN_FROM_SURVEY,6.783,10.766,4.0,94.4,RETURN_FROM_SURVEY,8.36,7.571,4.0,94.5
1779787631.683,5,RETURN_FROM_SURVEY,6.837,9.766,4.0,94.3,RETURN_FROM_SURVEY,8.238,6.571,4.0,94.4
1779787632.183,5,RETURN_FROM_SURVEY,6.867,8.766,4.0,94.2,RETURN_FROM_SURVEY,8.173,5.571,4.0,94.3
