ts,day,D0_state,D0_x,D0_y,D0_z,D0_batt,D1_state,D1_x,D1_y,D1_z,D1_batt
1779783061.353,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,0.0,0.0,0.0,100.0
1779783061.853,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779783062.353,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779783062.853,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779783063.353,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779783063.853,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779783064.353,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779783064.853,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779783065.353,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779783065.853,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779783066.353,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779783066.853,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779783067.854,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779783068.353,5,TAKEOFF,6.9,-1.0,0.666,100.0,TAKEOFF,8.1,-1.0,0.638,100.0
1779783068.853,5,TAKEOFF,6.9,-1.0,1.266,99.9,TAKEOFF,8.1,-1.0,1.238,99.9
1779783069.353,5,TAKEOFF,6.9,-1.0,1.866,99.8,TAKEOFF,8.1,-1.0,1.838,99.8
1779783069.853,5,TAKEOFF,6.9,-1.0,2.466,99.7,TAKEOFF,8.1,-1.0,2.438,99.7
1779783070.353,5,TAKEOFF,6.9,-1.0,3.066,99.7,TAKEOFF,8.1,-1.0,3.038,99.7
1779783070.853,5,TAKEOFF,6.9,-1.0,3.567,99.6,TAKEOFF,8.1,-1.0,3.553,99.6
1779783071.353,5,TAKEOFF,6.9,-1.0,3.805,99.5,TAKEOFF,8.1,-1.0,3.8,99.5
1779783071.853,5,SURVEY,6.052,-0.382,3.912,99.4,SURVEY,8.489,-0.406,3.91,99.4
1779783072.353,5,SURVEY,5.052,0.029,3.96,99.3,SURVEY,8.768,0.018,3.96,99.3
1779783072.853,5,SURVEY,4.052,0.249,3.982,99.2,SURVEY,8.916,0.41,3.982,99.2
1779783073.353,5,SURVEY,3.058,0.366,3.992,99.2,SURVEY,8.994,1.41,3.992,99.2
1779783073.853,5,SURVEY,2.37,0.428,3.996,99.1,SURVEY,9.036,2.41,3.996,99.1
1779783074.353,5,SURVEY,2.003,0.462,3.998,99.0,SURVEY,9.058,3.41,3.998,99.0
1779783074.853,5,SURVEY,1.807,1.212,3.999,98.9,SURVEY,9.07,4.41,3.999,98.9
1779783075.353,5,SURVEY,1.703,2.212,4.0,98.8,SURVEY,9.076,5.41,4.0,98.8
1779783075.853,5,SURVEY,1.647,3.212,4.0,98.7,SURVEY,9.08,6.41,4.0,98.7
1779783076.353,5,SURVEY,1.617,4.212,4.0,98.7,SURVEY,9.081,7.41,4.0,98.7
1779783076.853,5,SURVEY,1.601,5.212,4.0,98.6,SURVEY,9.082,8.41,4.0,98.6
1779783077.353,5,SURVEY,1.593,6.212,4.0,98.5,SURVEY,9.083,9.41,4.0,98.5
1779783077.853,5,SURVEY,1.588,7.212,4.0,98.4,SURVEY,9.083,10.41,4.0,98.4
1779783078.353,5,SURVEY,1.586,8.212,4.0,98.3,SURVEY,9.083,11.41,4.0,98.3
1779783078.853,5,SURVEY,1.585,9.212,4.0,98.2,SURVEY,9.083,12.41,4.0,98.2
1779783079.353,5,SURVEY,1.584,10.212,4.0,98.2,SURVEY,9.083,13.34,4.0,98.2
1779783079.853,5,SURVEY,1.584,11.212,4.0,98.1,SURVEY,9.083,13.884,4.0,98.1
1779783080.353,5,SURVEY,1.584,12.212,4.0,98.0,SURVEY,9.179,14.173,4.0,98.0
1779783080.853,5,SURVEY,1.583,13.183,4.0,97.9,SURVEY,10.105,14.326,4.0,97.9
1779783081.353,5,SURVEY,1.583,13.798,4.0,97.8,SURVEY,10.642,14.408,4.0,97.8
1779783081.853,5,SURVEY,1.583,14.125,4.0,97.7,SURVEY,10.927,14.352,4.0,97.7
1779783082.353,5,SURVEY,2.487,14.3,4.0,97.7,SURVEY,11.078,13.352,4.0,97.7
1779783082.853,5,SURVEY,3.076,14.393,4.0,97.6,SURVEY,11.159,12.352,4.0,97.6
1779783083.353,5,SURVEY,3.39,14.443,4.0,97.5,SURVEY,11.202,11.352,4.0,97.5
1779783083.853,5,SURVEY,3.558,13.493,4.0,97.4,SURVEY,11.224,10.352,4.0,97.4
1779783084.353,5,SURVEY,3.648,12.493,4.0,97.3,SURVEY,11.236,9.352,4.0,97.3
1779783084.853,5,SURVEY,3.695,11.493,4.0,97.2,SURVEY,11.243,8.352,4.0,97.2
1779783085.353,5,SURVEY,3.721,10.493,4.0,97.2,SURVEY,11.246,7.352,4.0,97.2
1779783085.853,5,SURVEY,3.734,9.493,4.0,97.1,SURVEY,11.248,6.352,4.0,97.1
1779783086.353,5,SURVEY,3.742,8.493,4.0,97.0,SURVEY,11.249,5.352,4.0,97.0
1779783086.853,5,SURVEY,3.746,7.493,4.0,96.9,SURVEY,11.249,4.352,4.0,96.9
1779783087.353,5,SURVEY,3.748,6.493,4.0,96.8,SURVEY,11.25,3.352,4.0,96.8
1779783087.853,5,SURVEY,3.749,5.493,4.0,96.7,SURVEY,11.25,2.352,4.0,96.7
1779783088.353,5,SURVEY,3.749,4.493,4.0,96.7,SURVEY,11.25,1.497,4.0,96.7
1779783088.853,5,SURVEY,3.75,3.493,4.0,96.6,SURVEY,11.25,1.03,4.0,96.6
1779783089.353,5,SURVEY,3.75,2.493,4.0,96.5,SURVEY,11.65,0.782,4.0,96.5
1779783089.853,5,SURVEY,3.75,1.593,4.0,96.4,SURVEY,12.472,0.65,4.0,96.4
