run_id,day,drone_id,flower_id,x,y,pollinated_at
stage16_20260604_144843,5,1,200020,7.6,2.121,2026-06-04 15:01:02
stage16_20260604_144843,5,0,200023,7.956,0.694,2026-06-04 15:01:02
stage16_20260604_144843,5,1,100033,7.402,4.348,2026-06-04 15:01:26
stage16_20260604_144843,5,0,100038,7.138,1.52,2026-06-04 15:01:28
stage16_20260604_144843,5,0,200054,8.45,1.776,2026-06-04 15:01:52
stage16_20260604_144843,5,1,100022,6.441,4.491,2026-06-04 15:01:55
stage16_20260604_144843,5,1,100021,5.038,4.054,2026-06-04 15:02:12
stage16_20260604_144843,5,0,200024,8.992,3.026,2026-06-04 15:02:16
stage16_20260604_144843,5,1,100017,4.401,5.046,2026-06-04 15:02:34
stage16_20260604_144843,5,0,200025,9.825,3.786,2026-06-04 15:02:41
stage16_20260604_144843,5,1,100019,3.688,2.481,2026-06-04 15:02:52
stage16_20260604_144843,5,0,200060,12.911,3.672,2026-06-04 15:02:58
stage16_20260604_144843,5,1,100004,1.142,2.004,2026-06-04 15:03:15
stage16_20260604_144843,5,0,200040,13.487,2.013,2026-06-04 15:03:21
stage16_20260604_144843,5,1,100016,3.081,7.839,2026-06-04 15:03:35
stage16_20260604_144843,5,0,200037,12.265,7.565,2026-06-04 15:03:54
stage16_20260604_144843,5,1,100008,2.177,10.798,2026-06-04 15:04:04
stage16_20260604_144843,5,0,200042,13.247,9.15,2026-06-04 15:04:14
stage16_20260604_144843,5,1,100012,2.902,11.574,2026-06-04 15:04:27
stage16_20260604_144843,5,0,200035,12.141,11.222,2026-06-04 15:04:34
stage16_20260604_144843,5,0,200034,11.353,11.668,2026-06-04 15:04:49
stage16_20260604_144843,5,1,100009,2.251,12.941,2026-06-04 15:04:51
stage16_20260604_144843,5,0,200031,9.305,11.995,2026-06-04 15:05:11
stage16_20260604_144843,5,1,100027,5.616,14.254,2026-06-04 15:05:16
stage16_20260604_144843,5,0,200032,9.494,13.69,2026-06-04 15:05:28
stage16_20260604_144843,5,0,200084,8.667,13.91,2026-06-04 15:05:45
stage16_20260604_144843,5,1,100028,7.108,14.459,2026-06-04 15:06:04
stage16_20260604_144843,5,0,200033,11.516,13.739,2026-06-04 15:06:06
stage16_20260604_144843,5,1,200080,8.177,12.914,2026-06-04 15:06:24
stage16_20260604_144843,5,0,100026,5.31,12.448,2026-06-04 15:06:26
stage16_20260604_144843,5,0,100025,4.542,10.231,2026-06-04 15:06:41
stage16_20260604_144843,5,1,200079,8.208,11.993,2026-06-04 15:06:48
stage16_20260604_144843,5,0,100014,3.324,9.776,2026-06-04 15:06:55
stage16_20260604_144843,5,1,200030,9.063,11.053,2026-06-04 15:07:04
stage16_20260604_144843,5,0,100007,2.213,6.609,2026-06-04 15:07:15
stage16_20260604_144843,5,1,200029,9.815,10.673,2026-06-04 15:07:30
stage16_20260604_144843,5,0,100006,0.796,5.703,2026-06-04 15:07:32
stage16_20260604_144843,5,0,100005,1.314,3.826,2026-06-04 15:07:51
stage16_20260604_144843,5,1,200045,8.806,9.882,2026-06-04 15:07:54
stage16_20260604_144843,5,0,100018,2.802,2.687,2026-06-04 15:08:07
stage16_20260604_144843,5,1,200046,8.636,7.839,2026-06-04 15:08:11
stage16_20260604_144843,5,0,100001,4.14,1.835,2026-06-04 15:08:26
stage16_20260604_144843,5,1,200027,9.373,5.698,2026-06-04 15:08:30
stage16_20260604_144843,5,0,100023,6.276,2.732,2026-06-04 15:08:53
stage16_20260604_144843,5,1,200026,9.832,4.786,2026-06-04 15:08:56
stage16_20260604_144843,5,1,200039,12.135,4.47,2026-06-04 15:09:17
stage16_20260604_144843,5,0,100024,6.589,5.623,2026-06-04 15:09:19
stage16_20260604_144843,5,1,200066,12.796,5.926,2026-06-04 15:09:36
stage16_20260604_144843,5,0,200018,8.181,6.524,2026-06-04 15:09:57
stage16_20260604_144843,5,1,200067,13.016,6.838,2026-06-04 15:10:02
stage16_20260604_144843,5,0,200028,10.131,6.943,2026-06-04 15:10:13
stage16_20260604_144843,5,1,200038,11.48,6.434,2026-06-04 15:10:18
stage16_20260604_144843,5,1,200036,12.233,8.798,2026-06-04 15:10:33
stage16_20260604_144843,5,0,100010,3.052,13.806,2026-06-04 15:10:45
stage16_20260604_144843,5,1,200043,13.624,11.091,2026-06-04 15:10:53
stage16_20260604_144843,5,1,200044,13.253,13.965,2026-06-04 15:11:20
stage16_20260604_144843,5,1,200056,10.337,1.534,2026-06-04 15:11:48
