ts,day,drone_id,type,payload_json
1780390614.926,5,,mission_start,"{""n_drones"":2,""mode"":""full_cycle"",""start_day"":5,""day_max"":8}"
1780390615.472,5,0,drone_at_base,{}
1780390615.92,5,1,drone_at_base,{}
1780390621.422,5,,day_start,"{""day"":5,""counts"":{""not_ready"":10,""opening"":37,""prime_target"":23,""partial_target"":0,""spent"":0}}"
1780390621.422,5,,survey_start,"{""day"":5}"
1780391312.873,5,0,survey_done,"{""n_observed"":83}"
1780391443.821,5,1,survey_done,"{""n_observed"":91}"
1780391445.959,5,,merge_complete,"{""unique_targets"":76}"
1780391445.959,5,,routes_assigned,"{""route_counts"":{""0"":38,""1"":38},""day"":5}"
1780391474.171,5,1,pollination_success,"{""flower_id"":100044,""x"":7.76,""y"":0.971,""cumulative_total"":1}"
1780391476.224,5,0,pollination_success,"{""flower_id"":200063,""x"":8.45,""y"":1.797,""cumulative_total"":2}"
1780391492.821,5,1,pollination_success,"{""flower_id"":100041,""x"":7.61,""y"":2.146,""cumulative_total"":3}"
1780391504.674,5,0,pollination_success,"{""flower_id"":100050,""x"":9.823,""y"":4.793,""cumulative_total"":4}"
1780391515.371,5,1,pollination_success,"{""flower_id"":100047,""x"":8.972,""y"":3.019,""cumulative_total"":5}"
1780391527.823,5,0,pollination_success,"{""flower_id"":100048,""x"":9.852,""y"":3.766,""cumulative_total"":6}"
1780391542.422,5,1,pollination_success,"{""flower_id"":100049,""x"":10.853,""y"":2.278,""cumulative_total"":7}"
1780391547.574,5,0,pollination_success,"{""flower_id"":100046,""x"":10.304,""y"":1.539,""cumulative_total"":8}"
1780391565.222,5,1,pollination_success,"{""flower_id"":100051,""x"":9.335,""y"":5.848,""cumulative_total"":9}"
1780391580.671,5,1,pollination_success,"{""flower_id"":100070,""x"":11.399,""y"":6.432,""cumulative_total"":10}"
1780391606.871,5,1,pollination_success,"{""flower_id"":100069,""x"":12.916,""y"":6.863,""cumulative_total"":11}"
1780391619.523,5,0,pollination_success,"{""flower_id"":100076,""x"":13.411,""y"":2.139,""cumulative_total"":12}"
1780391720.32,5,1,pollination_success,"{""flower_id"":100078,""x"":13.249,""y"":9.139,""cumulative_total"":13}"
1780391734.221,5,1,pollination_success,"{""flower_id"":100068,""x"":12.299,""y"":8.93,""cumulative_total"":14}"
1780391752.423,5,1,pollination_success,"{""flower_id"":100064,""x"":12.189,""y"":11.226,""cumulative_total"":15}"
1780391770.771,5,1,pollination_success,"{""flower_id"":100079,""x"":13.576,""y"":10.86,""cumulative_total"":16}"
1780391783.624,5,0,pollination_success,"{""flower_id"":100075,""x"":13.856,""y"":4.505,""cumulative_total"":17}"
1780391788.922,5,1,pollination_success,"{""flower_id"":100080,""x"":13.902,""y"":12.416,""cumulative_total"":18}"
1780391799.873,5,0,pollination_success,"{""flower_id"":100073,""x"":12.917,""y"":3.631,""cumulative_total"":19}"
1780391817.573,5,0,pollination_success,"{""flower_id"":100072,""x"":12.162,""y"":4.454,""cumulative_total"":20}"
1780391836.773,5,0,pollination_success,"{""flower_id"":100071,""x"":12.673,""y"":5.754,""cumulative_total"":21}"
1780391856.17,5,1,pollination_success,"{""flower_id"":100062,""x"":11.344,""y"":13.861,""cumulative_total"":22}"
1780391862.973,5,0,pollination_success,"{""flower_id"":100067,""x"":12.282,""y"":7.551,""cumulative_total"":23}"
1780391871.47,5,1,pollination_success,"{""flower_id"":100059,""x"":9.673,""y"":13.535,""cumulative_total"":24}"
1780391886.724,5,0,pollination_success,"{""flower_id"":100065,""x"":11.369,""y"":8.944,""cumulative_total"":25}"
1780391888.871,5,1,pollination_success,"{""flower_id"":200083,""x"":8.178,""y"":12.916,""cumulative_total"":26}"
1780391909.421,5,1,pollination_success,"{""flower_id"":100035,""x"":7.11,""y"":14.447,""cumulative_total"":27}"
1780391909.923,5,0,pollination_success,"{""flower_id"":100053,""x"":9.571,""y"":8.064,""cumulative_total"":28}"
1780391925.322,5,1,pollination_success,"{""flower_id"":100034,""x"":5.306,""y"":12.408,""cumulative_total"":29}"
1780391926.873,5,0,pollination_success,"{""flower_id"":100030,""x"":6.22,""y"":7.238,""cumulative_total"":30}"
1780391948.373,5,0,pollination_success,"{""flower_id"":100084,""x"":7.377,""y"":4.296,""cumulative_total"":31}"
1780391985.173,5,0,pollination_success,"{""flower_id"":100029,""x"":6.585,""y"":5.627,""cumulative_total"":32}"
1780392001.073,5,0,pollination_success,"{""flower_id"":100026,""x"":5.036,""y"":4.045,""cumulative_total"":33}"
1780392022.323,5,0,pollination_success,"{""flower_id"":100018,""x"":4.38,""y"":5.04,""cumulative_total"":34}"
1780392049.324,5,0,pollination_success,"{""flower_id"":100020,""x"":3.273,""y"":3.643,""cumulative_total"":35}"
1780392066.221,5,1,pollination_success,"{""flower_id"":100008,""x"":2.241,""y"":12.956,""cumulative_total"":36}"
1780392069.723,5,0,pollination_success,"{""flower_id"":100004,""x"":1.31,""y"":3.814,""cumulative_total"":37}"
1780392086.123,5,0,pollination_success,"{""flower_id"":100005,""x"":0.71,""y"":5.665,""cumulative_total"":38}"
1780392093.021,5,1,pollination_success,"{""flower_id"":100007,""x"":2.19,""y"":10.805,""cumulative_total"":39}"
1780392105.073,5,0,pollination_success,"{""flower_id"":100006,""x"":2.223,""y"":6.623,""cumulative_total"":40}"
1780392109.271,5,1,pollination_success,"{""flower_id"":100013,""x"":3.325,""y"":9.783,""cumulative_total"":41}"
1780392120.873,5,0,pollination_success,"{""flower_id"":100019,""x"":3.551,""y"":6.54,""cumulative_total"":42}"
1780392123.422,5,1,pollination_success,"{""flower_id"":100031,""x"":4.551,""y"":10.235,""cumulative_total"":43}"
1780392147.221,5,1,pollination_success,"{""flower_id"":100055,""x"":8.807,""y"":9.878,""cumulative_total"":44}"
1780392173.871,5,1,pollination_success,"{""flower_id"":100056,""x"":9.824,""y"":10.693,""cumulative_total"":45}"
1780392183.924,5,0,pollination_success,"{""flower_id"":100014,""x"":3.756,""y"":8.698,""cumulative_total"":46}"
1780392191.721,5,1,pollination_success,"{""flower_id"":100052,""x"":10.255,""y"":6.991,""cumulative_total"":47}"
1780392206.121,5,1,pollination_success,"{""flower_id"":100054,""x"":8.635,""y"":7.867,""cumulative_total"":48}"
1780392228.021,5,1,pollination_success,"{""flower_id"":100039,""x"":8.215,""y"":6.508,""cumulative_total"":49}"
1780392255.47,5,1,pollination_success,"{""flower_id"":100027,""x"":6.434,""y"":4.497,""cumulative_total"":50}"
1780392306.873,5,0,pollination_success,"{""flower_id"":100009,""x"":2.682,""y"":13.912,""cumulative_total"":51}"
1780392322.221,5,1,pollination_success,"{""flower_id"":100024,""x"":4.138,""y"":1.849,""cumulative_total"":52}"
1780392331.224,5,0,pollination_success,"{""flower_id"":100033,""x"":5.629,""y"":14.237,""cumulative_total"":53}"
1780392338.321,5,1,pollination_success,"{""flower_id"":100022,""x"":2.812,""y"":2.751,""cumulative_total"":54}"
1780392351.623,5,0,pollination_success,"{""flower_id"":100060,""x"":8.643,""y"":14.087,""cumulative_total"":55}"
1780392360.621,5,1,pollination_success,"{""flower_id"":100083,""x"":1.151,""y"":1.966,""cumulative_total"":56}"
1780392377.573,5,0,pollination_success,"{""flower_id"":100061,""x"":9.197,""y"":12.277,""cumulative_total"":57}"
1780392379.721,5,1,pollination_success,"{""flower_id"":100003,""x"":0.808,""y"":2.869,""cumulative_total"":58}"
1780392399.973,5,0,pollination_success,"{""flower_id"":100037,""x"":8.206,""y"":11.973,""cumulative_total"":59}"
1780392414.274,5,0,pollination_success,"{""flower_id"":100058,""x"":8.962,""y"":11.105,""cumulative_total"":60}"
1780392428.424,5,0,pollination_success,"{""flower_id"":100038,""x"":7.91,""y"":9.756,""cumulative_total"":61}"
1780392443.623,5,0,pollination_success,"{""flower_id"":100063,""x"":11.335,""y"":11.662,""cumulative_total"":62}"
1780392444.421,5,1,drone_at_base,{}
1780392460.478,5,0,drone_at_base,{}
1780392460.92,5,,day_complete,"{""day"":5,""pollinated_today"":62}"
1780392464.922,6,,day_start,"{""day"":6,""counts"":{""not_ready"":2,""opening"":24,""prime_target"":41,""partial_target"":3,""spent"":0}}"
1780392464.922,6,,survey_start,"{""day"":6}"
