run_id,day,drone_id,flower_id,x,y,pollinated_at
stage16_20260602_165654,5,1,100044,7.76,0.971,2026-06-02 17:11:14
stage16_20260602_165654,5,0,200063,8.45,1.797,2026-06-02 17:11:16
stage16_20260602_165654,5,1,100041,7.61,2.146,2026-06-02 17:11:32
stage16_20260602_165654,5,0,100050,9.823,4.793,2026-06-02 17:11:44
stage16_20260602_165654,5,1,100047,8.972,3.019,2026-06-02 17:11:55
stage16_20260602_165654,5,0,100048,9.852,3.766,2026-06-02 17:12:07
stage16_20260602_165654,5,1,100049,10.853,2.278,2026-06-02 17:12:22
stage16_20260602_165654,5,0,100046,10.304,1.539,2026-06-02 17:12:27
stage16_20260602_165654,5,1,100051,9.335,5.848,2026-06-02 17:12:45
stage16_20260602_165654,5,1,100070,11.399,6.432,2026-06-02 17:13:00
stage16_20260602_165654,5,1,100069,12.916,6.863,2026-06-02 17:13:26
stage16_20260602_165654,5,0,100076,13.411,2.139,2026-06-02 17:13:39
stage16_20260602_165654,5,1,100078,13.249,9.139,2026-06-02 17:15:20
stage16_20260602_165654,5,1,100068,12.299,8.93,2026-06-02 17:15:34
stage16_20260602_165654,5,1,100064,12.189,11.226,2026-06-02 17:15:52
stage16_20260602_165654,5,1,100079,13.576,10.86,2026-06-02 17:16:10
stage16_20260602_165654,5,0,100075,13.856,4.505,2026-06-02 17:16:23
stage16_20260602_165654,5,1,100080,13.902,12.416,2026-06-02 17:16:28
stage16_20260602_165654,5,0,100073,12.917,3.631,2026-06-02 17:16:39
stage16_20260602_165654,5,0,100072,12.162,4.454,2026-06-02 17:16:57
stage16_20260602_165654,5,0,100071,12.673,5.754,2026-06-02 17:17:16
stage16_20260602_165654,5,1,100062,11.344,13.861,2026-06-02 17:17:36
stage16_20260602_165654,5,0,100067,12.282,7.551,2026-06-02 17:17:42
stage16_20260602_165654,5,1,100059,9.673,13.535,2026-06-02 17:17:51
stage16_20260602_165654,5,0,100065,11.369,8.944,2026-06-02 17:18:06
stage16_20260602_165654,5,1,200083,8.178,12.916,2026-06-02 17:18:08
stage16_20260602_165654,5,1,100035,7.11,14.447,2026-06-02 17:18:29
stage16_20260602_165654,5,0,100053,9.571,8.064,2026-06-02 17:18:29
stage16_20260602_165654,5,1,100034,5.306,12.408,2026-06-02 17:18:45
stage16_20260602_165654,5,0,100030,6.22,7.238,2026-06-02 17:18:46
stage16_20260602_165654,5,0,100084,7.377,4.296,2026-06-02 17:19:08
stage16_20260602_165654,5,0,100029,6.585,5.627,2026-06-02 17:19:45
stage16_20260602_165654,5,0,100026,5.036,4.045,2026-06-02 17:20:01
stage16_20260602_165654,5,0,100018,4.38,5.04,2026-06-02 17:20:22
stage16_20260602_165654,5,0,100020,3.273,3.643,2026-06-02 17:20:49
stage16_20260602_165654,5,1,100008,2.241,12.956,2026-06-02 17:21:06
stage16_20260602_165654,5,0,100004,1.31,3.814,2026-06-02 17:21:09
stage16_20260602_165654,5,0,100005,0.71,5.665,2026-06-02 17:21:26
stage16_20260602_165654,5,1,100007,2.19,10.805,2026-06-02 17:21:33
stage16_20260602_165654,5,0,100006,2.223,6.623,2026-06-02 17:21:45
stage16_20260602_165654,5,1,100013,3.325,9.783,2026-06-02 17:21:49
stage16_20260602_165654,5,0,100019,3.551,6.54,2026-06-02 17:22:00
stage16_20260602_165654,5,1,100031,4.551,10.235,2026-06-02 17:22:03
stage16_20260602_165654,5,1,100055,8.807,9.878,2026-06-02 17:22:27
stage16_20260602_165654,5,1,100056,9.824,10.693,2026-06-02 17:22:53
stage16_20260602_165654,5,0,100014,3.756,8.698,2026-06-02 17:23:03
stage16_20260602_165654,5,1,100052,10.255,6.991,2026-06-02 17:23:11
stage16_20260602_165654,5,1,100054,8.635,7.867,2026-06-02 17:23:26
stage16_20260602_165654,5,1,100039,8.215,6.508,2026-06-02 17:23:48
stage16_20260602_165654,5,1,100027,6.434,4.497,2026-06-02 17:24:15
stage16_20260602_165654,5,0,100009,2.682,13.912,2026-06-02 17:25:06
stage16_20260602_165654,5,1,100024,4.138,1.849,2026-06-02 17:25:22
stage16_20260602_165654,5,0,100033,5.629,14.237,2026-06-02 17:25:31
stage16_20260602_165654,5,1,100022,2.812,2.751,2026-06-02 17:25:38
stage16_20260602_165654,5,0,100060,8.643,14.087,2026-06-02 17:25:51
stage16_20260602_165654,5,1,100083,1.151,1.966,2026-06-02 17:26:00
stage16_20260602_165654,5,0,100061,9.197,12.277,2026-06-02 17:26:17
stage16_20260602_165654,5,1,100003,0.808,2.869,2026-06-02 17:26:19
stage16_20260602_165654,5,0,100037,8.206,11.973,2026-06-02 17:26:39
stage16_20260602_165654,5,0,100058,8.962,11.105,2026-06-02 17:26:54
stage16_20260602_165654,5,0,100038,7.91,9.756,2026-06-02 17:27:08
stage16_20260602_165654,5,0,100063,11.335,11.662,2026-06-02 17:27:23
