run_id,day,drone_id,flower_id,x,y,pollinated_at
stage16_20260528_013852,5,1,200003,8.449,-0.469,2026-05-28 01:40:17
stage16_20260528_013852,5,0,200001,8.1,-1.0,2026-05-28 01:40:17
stage16_20260528_013852,5,0,200004,8.79,0.052,2026-05-28 01:40:33
stage16_20260528_013852,5,1,100001,6.9,-1.0,2026-05-28 01:40:33
stage16_20260528_013852,5,0,200006,8.927,0.637,2026-05-28 01:40:48
stage16_20260528_013852,5,1,100114,6.902,0.644,2026-05-28 01:40:50
stage16_20260528_013852,5,1,100072,6.834,1.244,2026-05-28 01:41:05
stage16_20260528_013852,5,0,200064,11.388,0.843,2026-05-28 01:41:05
stage16_20260528_013852,5,0,200067,12.643,0.628,2026-05-28 01:41:21
stage16_20260528_013852,5,1,100004,5.27,-0.04,2026-05-28 01:41:21
stage16_20260528_013852,5,0,200068,13.139,0.969,2026-05-28 01:41:35
stage16_20260528_013852,5,1,100069,5.62,0.874,2026-05-28 01:41:36
stage16_20260528_013852,5,1,100068,5.05,0.646,2026-05-28 01:41:49
stage16_20260528_013852,5,0,200062,11.252,2.053,2026-05-28 01:41:50
stage16_20260528_013852,5,1,100067,4.457,0.744,2026-05-28 01:42:02
stage16_20260528_013852,5,0,200059,10.916,2.615,2026-05-28 01:42:03
stage16_20260528_013852,5,1,100064,4.153,1.98,2026-05-28 01:42:17
stage16_20260528_013852,5,0,200060,11.252,3.891,2026-05-28 01:42:18
stage16_20260528_013852,5,1,100065,3.752,1.473,2026-05-28 01:42:30
stage16_20260528_013852,5,0,200074,13.393,4.729,2026-05-28 01:42:33
stage16_20260528_013852,5,1,100066,3.824,0.861,2026-05-28 01:42:44
stage16_20260528_013852,5,0,200078,13.406,5.969,2026-05-28 01:42:48
stage16_20260528_013852,5,1,100007,3.27,0.346,2026-05-28 01:42:58
stage16_20260528_013852,5,0,200075,12.97,6.517,2026-05-28 01:43:02
stage16_20260528_013852,5,1,100008,2.637,0.405,2026-05-28 01:43:12
