ts,day,drone_id,type,payload_json
1780580483.653,1,,mission_start,"{""n_drones"":2,""mode"":""full_cycle"",""start_day"":1,""day_max"":8}"
1780580485.558,1,0,drone_at_base,{}
1780580485.69,1,1,drone_at_base,{}
1780580490.148,1,,day_start,"{""day"":1,""counts"":{""not_ready"":67,""opening"":3,""prime_target"":0,""partial_target"":0,""spent"":0}}"
1780580490.148,1,,survey_start,"{""day"":1}"
1780580553.389,1,1,survey_done,"{""n_observed"":0}"
1780580555.108,1,0,survey_done,"{""n_observed"":0}"
1780580557.152,1,,landmark_map,"{""known"":0,""new_today"":0,""pollinated"":0,""routed"":0}"
1780580557.155,1,,landmark_map,"{""known"":0,""new_today"":0,""pollinated"":0,""routed"":0}"
1780580557.156,1,,merge_complete,"{""unique_targets"":0}"
1780580557.156,1,,routes_assigned,"{""route_counts"":{""0"":0,""1"":0},""day"":1}"
1780580557.56,1,0,drone_at_base,{}
1780580557.689,1,1,drone_at_base,{}
1780580562.648,1,,day_complete,"{""day"":1,""pollinated_today"":0}"
1780580566.648,2,,day_start,"{""day"":2,""counts"":{""not_ready"":58,""opening"":12,""prime_target"":0,""partial_target"":0,""spent"":0}}"
1780580566.648,2,,survey_start,"{""day"":2}"
1780580630.589,2,1,survey_done,"{""n_observed"":0}"
1780580631.907,2,0,survey_done,"{""n_observed"":0}"
1780580634.15,2,,landmark_map,"{""known"":0,""new_today"":0,""pollinated"":0,""routed"":0}"
1780580634.152,2,,landmark_map,"{""known"":0,""new_today"":0,""pollinated"":0,""routed"":0}"
1780580634.152,2,,merge_complete,"{""unique_targets"":0}"
1780580634.152,2,,routes_assigned,"{""route_counts"":{""0"":0,""1"":0},""day"":2}"
1780580634.558,2,0,drone_at_base,{}
1780580634.692,2,1,drone_at_base,{}
1780580639.647,2,,day_complete,"{""day"":2,""pollinated_today"":0}"
1780580643.648,3,,day_start,"{""day"":3,""counts"":{""not_ready"":47,""opening"":20,""prime_target"":3,""partial_target"":0,""spent"":0}}"
1780580643.648,3,,survey_start,"{""day"":3}"
