ts,day,drone_id,type,payload_json
1780582499.497,1,,mission_start,"{""n_drones"":2,""mode"":""full_cycle"",""start_day"":1,""day_max"":8}"
1780582501.318,1,0,drone_at_base,{}
1780582501.391,1,1,drone_at_base,{}
1780582505.991,1,,day_start,"{""day"":1,""counts"":{""not_ready"":67,""opening"":3,""prime_target"":0,""partial_target"":0,""spent"":0}}"
1780582505.992,1,,survey_start,"{""day"":1}"
1780582565.641,1,1,survey_done,"{""n_observed"":0}"
1780582568.118,1,0,survey_done,"{""n_observed"":0}"
1780582570.993,1,,landmark_map,"{""known"":0,""new_today"":0,""pollinated"":0,""routed"":0}"
1780582570.995,1,,landmark_map,"{""known"":0,""new_today"":0,""pollinated"":0,""routed"":0}"
1780582570.996,1,,landmark_map,"{""known"":0,""new_today"":0,""pollinated"":0,""routed"":0}"
1780582570.996,1,,merge_complete,"{""unique_targets"":0}"
1780582570.996,1,,routes_assigned,"{""route_counts"":{""0"":0,""1"":0},""day"":1}"
1780582571.319,1,0,drone_at_base,{}
1780582571.392,1,1,drone_at_base,{}
1780582576.491,1,,day_complete,"{""day"":1,""pollinated_today"":0}"
1780582580.491,2,,day_start,"{""day"":2,""counts"":{""not_ready"":58,""opening"":12,""prime_target"":0,""partial_target"":0,""spent"":0}}"
1780582580.491,2,,survey_start,"{""day"":2}"
