ts,day,drone_id,type,payload_json
1780720691.06,1,,mission_start,"{""n_drones"":2,""start_day"":1,""day_max"":8}"
1780720695.589,1,0,drone_at_base,{}
1780720696.098,1,1,drone_at_base,{}
1780720697.554,1,,day_start,"{""day"":1,""known_landmarks"":0,""known_open"":0,""known_closed"":0,""already_pollinated"":0}"
1780720697.554,1,,survey_start,"{""day"":1}"
1780720774.939,1,0,survey_done,"{""n_open_confirmed"":0,""n_buds"":0}"
1780720775.649,1,1,survey_done,"{""n_open_confirmed"":0,""n_buds"":0}"
1780720778.553,1,,merge_complete,"{""new_open"":0,""new_closed"":0,""newly_opened"":0,""landmarks_total"":0}"
1780720778.553,1,,routes_assigned,"{""route_counts"":{""0"":0,""1"":0},""day"":1}"
1780720779.09,1,0,drone_at_base,{}
1780720779.101,1,1,drone_at_base,{}
1780720784.052,1,,day_complete,"{""day"":1,""pollinated_today"":0}"
1780720788.053,2,,day_start,"{""day"":2,""known_landmarks"":0,""known_open"":0,""known_closed"":0,""already_pollinated"":0}"
1780720788.053,2,,survey_start,"{""day"":2}"
1780720866.289,2,0,survey_done,"{""n_open_confirmed"":0,""n_buds"":0}"
1780720866.849,2,1,survey_done,"{""n_open_confirmed"":0,""n_buds"":0}"
1780720869.554,2,,merge_complete,"{""new_open"":0,""new_closed"":0,""newly_opened"":0,""landmarks_total"":0}"
1780720869.554,2,,routes_assigned,"{""route_counts"":{""0"":0,""1"":0},""day"":2}"
1780720870.089,2,0,drone_at_base,{}
1780720870.098,2,1,drone_at_base,{}
1780720875.052,2,,day_complete,"{""day"":2,""pollinated_today"":0}"
1780720879.053,3,,day_start,"{""day"":3,""known_landmarks"":0,""known_open"":0,""known_closed"":0,""already_pollinated"":0}"
1780720879.054,3,,survey_start,"{""day"":3}"
1780720956.69,3,0,survey_done,"{""n_open_confirmed"":0,""n_buds"":0}"
1780720957.099,3,1,survey_done,"{""n_open_confirmed"":0,""n_buds"":0}"
1780720960.055,3,,merge_complete,"{""new_open"":0,""new_closed"":0,""newly_opened"":0,""landmarks_total"":0}"
1780720960.055,3,,routes_assigned,"{""route_counts"":{""0"":0,""1"":0},""day"":3}"
1780720960.59,3,0,drone_at_base,{}
1780720960.601,3,1,drone_at_base,{}
1780720965.552,3,,day_complete,"{""day"":3,""pollinated_today"":0}"
1780720969.555,4,,day_start,"{""day"":4,""known_landmarks"":0,""known_open"":0,""known_closed"":0,""already_pollinated"":0}"
1780720969.556,4,,survey_start,"{""day"":4}"
1780721044.039,4,0,survey_done,"{""n_open_confirmed"":0,""n_buds"":0}"
1780721044.498,4,1,survey_done,"{""n_open_confirmed"":0,""n_buds"":0}"
1780721047.054,4,,merge_complete,"{""new_open"":0,""new_closed"":0,""newly_opened"":0,""landmarks_total"":0}"
1780721047.054,4,,routes_assigned,"{""route_counts"":{""0"":0,""1"":0},""day"":4}"
1780721047.59,4,0,drone_at_base,{}
1780721047.599,4,1,drone_at_base,{}
1780721052.552,4,,day_complete,"{""day"":4,""pollinated_today"":0}"
1780721056.553,5,,day_start,"{""day"":5,""known_landmarks"":0,""known_open"":0,""known_closed"":0,""already_pollinated"":0}"
1780721056.553,5,,survey_start,"{""day"":5}"
