run_id,day,drone_id,landmark_id,x,y,pollinated_at
stage16_20260606_163634,1,1,5005,12.712,3.214,2026-06-06 16:39:29
stage16_20260606_163634,1,0,5053,7.662,3.692,2026-06-06 16:39:33
stage16_20260606_163634,1,1,5049,7.589,4.595,2026-06-06 16:39:45
stage16_20260606_163634,1,0,5051,5.043,9.498,2026-06-06 16:39:48
stage16_20260606_163634,1,1,5050,9.749,7.947,2026-06-06 16:40:01
stage16_20260606_163634,1,0,5054,4.413,10.65,2026-06-06 16:40:02
stage16_20260606_163634,1,1,5045,8.482,12.411,2026-06-06 16:40:14
stage16_20260606_163634,1,0,5052,0.663,15.04,2026-06-06 16:40:15
stage16_20260606_163634,1,1,5048,4.798,15.898,2026-06-06 16:40:27
stage16_20260606_163634,1,0,5047,9.654,16.811,2026-06-06 16:40:33
stage16_20260606_163634,1,1,5001,11.137,16.993,2026-06-06 16:40:43
stage16_20260606_163634,1,0,5044,9.955,14.867,2026-06-06 16:40:44
stage16_20260606_163634,1,1,5000,11.386,17.941,2026-06-06 16:40:53
stage16_20260606_163634,1,0,5002,11.476,18.974,2026-06-06 16:40:57
stage16_20260606_163634,1,1,5004,16.527,15.98,2026-06-06 16:41:05
stage16_20260606_163634,1,0,5006,14.248,10.696,2026-06-06 16:41:13
stage16_20260606_163634,1,1,5003,18.363,13.56,2026-06-06 16:41:17
stage16_20260606_163634,1,0,5007,18.205,4.413,2026-06-06 16:41:28
stage16_20260606_163634,1,1,5046,2.342,9.752,2026-06-06 16:41:39
stage16_20260606_163634,2,0,5093,5.747,4.652,2026-06-06 16:44:52
stage16_20260606_163634,2,1,5040,10.672,5.288,2026-06-06 16:44:53
stage16_20260606_163634,2,0,5068,4.296,4.764,2026-06-06 16:45:06
stage16_20260606_163634,2,1,5022,13.258,6.538,2026-06-06 16:45:06
stage16_20260606_163634,2,0,5090,1.808,11.611,2026-06-06 16:45:23
stage16_20260606_163634,2,1,5065,8.824,9.157,2026-06-06 16:45:35
stage16_20260606_163634,2,1,5075,4.703,3.166,2026-06-06 16:45:49
stage16_20260606_163634,2,0,5063,9.643,18.205,2026-06-06 16:46:03
stage16_20260606_163634,2,1,5062,2.925,14.526,2026-06-06 16:46:11
stage16_20260606_163634,2,0,5025,17.531,15.533,2026-06-06 16:46:20
stage16_20260606_163634,2,1,5030,19.03,10.703,2026-06-06 16:46:34
stage16_20260606_163634,2,0,5010,13.471,10.666,2026-06-06 16:46:36
stage16_20260606_163634,2,1,5021,17.005,2.059,2026-06-06 16:46:52
stage16_20260606_163634,3,1,5034,10.236,2.72,2026-06-06 16:50:37
stage16_20260606_163634,3,0,5009,11.783,1.31,2026-06-06 16:50:39
stage16_20260606_163634,3,1,5059,8.524,4.569,2026-06-06 16:50:53
stage16_20260606_163634,3,0,5012,9.986,6.765,2026-06-06 16:50:55
stage16_20260606_163634,3,0,5060,8.895,10.347,2026-06-06 16:51:08
stage16_20260606_163634,3,1,5015,11.737,5.014,2026-06-06 16:51:10
stage16_20260606_163634,3,0,5058,6.976,13.779,2026-06-06 16:51:25
stage16_20260606_163634,3,1,5042,10.713,10.145,2026-06-06 16:51:28
stage16_20260606_163634,3,0,5086,5.72,15.264,2026-06-06 16:51:37
stage16_20260606_163634,3,1,5061,9.004,13.302,2026-06-06 16:51:44
stage16_20260606_163634,3,0,5070,4.196,11.775,2026-06-06 16:51:52
stage16_20260606_163634,3,1,5014,12.087,14.601,2026-06-06 16:51:58
stage16_20260606_163634,3,1,5013,14.075,13.77,2026-06-06 16:52:10
stage16_20260606_163634,3,0,5084,4.73,6.793,2026-06-06 16:52:12
stage16_20260606_163634,3,1,5018,16.693,16.79,2026-06-06 16:52:23
stage16_20260606_163634,3,0,5071,1.2,4.306,2026-06-06 16:52:27
stage16_20260606_163634,3,0,5080,2.046,1.279,2026-06-06 16:52:40
stage16_20260606_163634,3,1,5019,17.982,14.748,2026-06-06 16:52:40
stage16_20260606_163634,3,0,5081,5.883,2.154,2026-06-06 16:52:58
stage16_20260606_163634,3,1,5056,6.218,18.315,2026-06-06 16:53:04
stage16_20260606_163634,3,1,5064,5.439,17.608,2026-06-06 16:53:17
stage16_20260606_163634,3,0,5027,11.575,13.826,2026-06-06 16:53:20
stage16_20260606_163634,3,1,5088,5.782,16.541,2026-06-06 16:53:27
stage16_20260606_163634,3,0,5036,13.13,18.308,2026-06-06 16:53:37
stage16_20260606_163634,3,1,5069,4.357,13.077,2026-06-06 16:53:42
stage16_20260606_163634,3,0,5017,15.729,16.78,2026-06-06 16:53:54
stage16_20260606_163634,3,1,5094,1.583,8.866,2026-06-06 16:53:58
stage16_20260606_163634,3,0,5038,18.921,15.8,2026-06-06 16:54:08
stage16_20260606_163634,3,1,5078,2.708,7.764,2026-06-06 16:54:30
stage16_20260606_163634,3,0,5016,17.858,12.321,2026-06-06 16:54:48
stage16_20260606_163634,4,0,5096,3.349,5.068,2026-06-06 16:58:15
stage16_20260606_163634,4,1,5089,9.611,5.521,2026-06-06 16:58:15
stage16_20260606_163634,4,0,5092,1.233,5.316,2026-06-06 16:58:31
stage16_20260606_163634,4,1,5028,11.252,6.643,2026-06-06 16:58:32
stage16_20260606_163634,4,0,5076,5.334,11.138,2026-06-06 16:58:47
stage16_20260606_163634,4,1,5072,6.271,7.436,2026-06-06 16:58:49
stage16_20260606_163634,4,0,5083,6.008,13.064,2026-06-06 16:59:00
stage16_20260606_163634,4,1,5085,5.819,11.965,2026-06-06 16:59:05
stage16_20260606_163634,4,0,5077,8.375,16.226,2026-06-06 16:59:14
stage16_20260606_163634,4,1,5079,1.548,10.633,2026-06-06 16:59:19
stage16_20260606_163634,4,0,5037,12.825,15.234,2026-06-06 16:59:30
stage16_20260606_163634,4,1,5091,3.599,3.642,2026-06-06 16:59:34
stage16_20260606_163634,4,0,5043,16.309,13.895,2026-06-06 16:59:47
stage16_20260606_163634,4,1,5029,16.296,9.43,2026-06-06 16:59:54
stage16_20260606_163634,4,0,5020,17.133,11.032,2026-06-06 17:00:01
stage16_20260606_163634,4,1,5041,16.439,15.136,2026-06-06 17:00:09
stage16_20260606_163634,4,0,5033,18.127,2.708,2026-06-06 17:00:21
stage16_20260606_163634,4,1,5008,17.991,18.963,2026-06-06 17:00:26
stage16_20260606_163634,5,0,5032,15.197,2.709,2026-06-06 17:03:42
stage16_20260606_163634,5,1,5024,11.221,2.83,2026-06-06 17:03:42
stage16_20260606_163634,5,1,5031,12.973,8.046,2026-06-06 17:03:57
stage16_20260606_163634,5,0,5011,11.919,9.419,2026-06-06 17:03:59
stage16_20260606_163634,5,1,5073,8.799,14.351,2026-06-06 17:04:11
stage16_20260606_163634,5,0,5082,7.481,19.021,2026-06-06 17:04:20
stage16_20260606_163634,5,1,5057,6.649,14.703,2026-06-06 17:04:26
stage16_20260606_163634,5,0,5066,4.95,19.216,2026-06-06 17:04:36
stage16_20260606_163634,5,1,5074,2.369,12.965,2026-06-06 17:04:44
stage16_20260606_163634,5,0,5067,0.946,2.441,2026-06-06 17:04:58
stage16_20260606_163634,5,1,5026,18.985,2.546,2026-06-06 17:05:10
stage16_20260606_163634,6,1,5023,14.895,3.725,2026-06-06 17:07:50
stage16_20260606_163634,6,0,5055,8.934,19.011,2026-06-06 17:08:02
stage16_20260606_163634,6,1,5035,16.304,11.529,2026-06-06 17:08:07
