ts,day,drone_id,type,payload_json
1780585675.362,1,,mission_start,"{""n_drones"":2,""mode"":""full_cycle"",""start_day"":1,""day_max"":8}"
1780585676.783,1,0,drone_at_base,{}
1780585677.216,1,1,drone_at_base,{}
1780585681.855,1,,day_start,"{""day"":1,""counts"":{""not_ready"":67,""opening"":3,""prime_target"":0,""partial_target"":0,""spent"":0},""n_targets"":0}"
1780585681.856,1,,survey_start,"{""day"":1}"
1780585795.217,1,1,survey_done,"{""n_observed"":0}"
1780585795.883,1,0,survey_done,"{""n_observed"":0}"
1780585798.357,1,,landmark_map,"{""known"":0,""new_today"":0,""pollinated"":0,""routed"":0}"
1780585798.358,1,,landmark_map,"{""known"":0,""new_today"":0,""pollinated"":0,""routed"":0}"
1780585798.359,1,,landmark_map,"{""known"":0,""new_today"":0,""pollinated"":0,""routed"":0}"
1780585798.359,1,,merge_complete,"{""unique_targets"":0}"
1780585798.359,1,,routes_assigned,"{""route_counts"":{""0"":0,""1"":0},""day"":1}"
1780585798.717,1,1,drone_at_base,{}
1780585798.784,1,0,drone_at_base,{}
1780585803.855,1,,day_complete,"{""day"":1,""pollinated_today"":0}"
1780585807.858,2,,day_start,"{""day"":2,""counts"":{""not_ready"":58,""opening"":12,""prime_target"":0,""partial_target"":0,""spent"":0},""n_targets"":0}"
1780585807.858,2,,survey_start,"{""day"":2}"
1780585920.516,2,1,survey_done,"{""n_observed"":0}"
1780585921.083,2,0,survey_done,"{""n_observed"":0}"
1780585923.357,2,,landmark_map,"{""known"":0,""new_today"":0,""pollinated"":0,""routed"":0}"
1780585923.359,2,,landmark_map,"{""known"":0,""new_today"":0,""pollinated"":0,""routed"":0}"
1780585923.36,2,,landmark_map,"{""known"":0,""new_today"":0,""pollinated"":0,""routed"":0}"
1780585923.36,2,,merge_complete,"{""unique_targets"":0}"
1780585923.36,2,,routes_assigned,"{""route_counts"":{""0"":0,""1"":0},""day"":2}"
1780585923.717,2,1,drone_at_base,{}
1780585923.783,2,0,drone_at_base,{}
1780585928.855,2,,day_complete,"{""day"":2,""pollinated_today"":0}"
1780585932.858,3,,day_start,"{""day"":3,""counts"":{""not_ready"":47,""opening"":20,""prime_target"":3,""partial_target"":0,""spent"":0},""n_targets"":3}"
1780585932.859,3,,survey_start,"{""day"":3}"
1780586044.066,3,1,survey_done,"{""n_observed"":3}"
1780586044.933,3,0,survey_done,"{""n_observed"":3}"
1780586047.357,3,,landmark_map,"{""known"":3,""new_today"":3,""pollinated"":0,""routed"":3}"
1780586047.358,3,,landmark_map,"{""known"":3,""new_today"":0,""pollinated"":0,""routed"":3}"
1780586047.358,3,,landmark_map,"{""known"":3,""new_today"":0,""pollinated"":0,""routed"":3}"
1780586047.359,3,,merge_complete,"{""unique_targets"":3}"
1780586047.359,3,,routes_assigned,"{""route_counts"":{""0"":1,""1"":2},""day"":3}"
1780586063.067,3,1,pollination_success,"{""flower_id"":55,""x"":10.164,""y"":7.018,""cumulative_total"":1}"
1780586067.683,3,0,pollination_success,"{""flower_id"":20,""x"":9.673,""y"":13.577,""cumulative_total"":2}"
1780586079.217,3,1,pollination_success,"{""flower_id"":53,""x"":9.013,""y"":11.151,""cumulative_total"":3}"
1780586085.785,3,0,drone_at_base,{}
1780586095.716,3,1,drone_at_base,{}
1780586095.855,3,,day_complete,"{""day"":3,""pollinated_today"":3}"
1780586099.856,4,,day_start,"{""day"":4,""counts"":{""not_ready"":26,""opening"":32,""prime_target"":12,""partial_target"":0,""spent"":0},""n_targets"":12}"
1780586099.857,4,,survey_start,"{""day"":4}"
1780586213.833,4,0,survey_done,"{""n_observed"":12}"
1780586240.115,4,1,survey_done,"{""n_observed"":12}"
1780586242.357,4,,landmark_map,"{""known"":12,""new_today"":9,""pollinated"":3,""routed"":9}"
1780586242.358,4,,landmark_map,"{""known"":12,""new_today"":0,""pollinated"":3,""routed"":9}"
1780586242.358,4,,landmark_map,"{""known"":12,""new_today"":0,""pollinated"":3,""routed"":9}"
1780586242.359,4,,merge_complete,"{""unique_targets"":9}"
1780586242.359,4,,routes_assigned,"{""route_counts"":{""0"":4,""1"":5},""day"":4}"
1780586258.616,4,1,pollination_success,"{""flower_id"":17,""x"":7.604,""y"":2.147,""cumulative_total"":4}"
1780586268.583,4,0,pollination_success,"{""flower_id"":18,""x"":7.913,""y"":0.708,""cumulative_total"":5}"
1780586274.516,4,1,pollination_success,"{""flower_id"":70,""x"":5.083,""y"":4.039,""cumulative_total"":6}"
1780586291.733,4,0,pollination_success,"{""flower_id"":52,""x"":9.85,""y"":3.755,""cumulative_total"":7}"
1780586295.366,4,1,pollination_success,"{""flower_id"":58,""x"":4.395,""y"":5.048,""cumulative_total"":8}"
1780586310.635,4,0,pollination_success,"{""flower_id"":30,""x"":4.579,""y"":10.174,""cumulative_total"":9}"
1780586322.316,4,1,pollination_success,"{""flower_id"":6,""x"":8.208,""y"":11.98,""cumulative_total"":10}"
1780586324.634,4,0,pollination_success,"{""flower_id"":49,""x"":3.309,""y"":9.743,""cumulative_total"":11}"
1780586340.286,4,0,drone_at_base,{}
1780586352.067,4,1,pollination_success,"{""flower_id"":22,""x"":12.935,""y"":6.84,""cumulative_total"":12}"
1780586368.218,4,1,drone_at_base,{}
1780586368.355,4,,day_complete,"{""day"":4,""pollinated_today"":9}"
1780586372.358,5,,day_start,"{""day"":5,""counts"":{""not_ready"":10,""opening"":37,""prime_target"":23,""partial_target"":0,""spent"":0},""n_targets"":23}"
1780586372.359,5,,survey_start,"{""day"":5}"
1780586484.066,5,1,survey_done,"{""n_observed"":23}"
1780586484.533,5,0,survey_done,"{""n_observed"":23}"
1780586487.359,5,,landmark_map,"{""known"":23,""new_today"":11,""pollinated"":12,""routed"":11}"
