ts,day,drone_id,type,payload_json
1779902661.847,5,,mission_start,"{""n_drones"":2,""mode"":""full_cycle"",""start_day"":5,""day_max"":8}"
1779902662.363,5,0,drone_at_base,{}
1779902662.779,5,1,drone_at_base,{}
1779902668.342,5,,day_start,"{""day"":5,""counts"":{""not_ready"":10,""opening"":37,""prime_target"":23,""partial_target"":0,""spent"":0}}"
1779902668.342,5,,survey_start,"{""day"":5}"
1779902729.379,5,1,survey_done,"{""n_observed"":140}"
1779902731.864,5,0,survey_done,"{""n_observed"":149}"
1779902735.637,5,,merge_complete,"{""unique_targets"":281}"
1779902735.637,5,,routes_assigned,"{""route_counts"":{""0"":140,""1"":141},""day"":5}"
1779902751.114,5,0,pollination_success,"{""flower_id"":100001,""x"":6.9,""y"":-1.0,""cumulative_total"":1}"
1779902751.13,5,1,pollination_success,"{""flower_id"":200003,""x"":8.381,""y"":-0.573,""cumulative_total"":2}"
1779902765.379,5,1,pollination_success,"{""flower_id"":200004,""x"":8.636,""y"":-0.183,""cumulative_total"":3}"
1779902766.914,5,0,pollination_success,"{""flower_id"":200001,""x"":8.1,""y"":-1.0,""cumulative_total"":4}"
1779902779.479,5,1,pollination_success,"{""flower_id"":200140,""x"":8.105,""y"":0.135,""cumulative_total"":5}"
1779902782.063,5,0,pollination_success,"{""flower_id"":200006,""x"":8.889,""y"":0.273,""cumulative_total"":6}"
1779902793.728,5,1,pollination_success,"{""flower_id"":100148,""x"":6.902,""y"":0.297,""cumulative_total"":7}"
1779902796.213,5,0,pollination_success,"{""flower_id"":200008,""x"":8.987,""y"":1.393,""cumulative_total"":8}"
1779902807.629,5,1,pollination_success,"{""flower_id"":100091,""x"":6.831,""y"":1.274,""cumulative_total"":9}"
1779902809.564,5,0,pollination_success,"{""flower_id"":200005,""x"":8.377,""y"":1.616,""cumulative_total"":10}"
1779902822.328,5,1,pollination_success,"{""flower_id"":100088,""x"":5.652,""y"":1.073,""cumulative_total"":11}"
1779902825.114,5,0,pollination_success,"{""flower_id"":100090,""x"":5.731,""y"":1.633,""cumulative_total"":12}"
1779902836.879,5,1,pollination_success,"{""flower_id"":100086,""x"":5.037,""y"":0.644,""cumulative_total"":13}"
1779902840.863,5,0,pollination_success,"{""flower_id"":100087,""x"":5.501,""y"":0.569,""cumulative_total"":14}"
1779902851.629,5,1,pollination_success,"{""flower_id"":100085,""x"":4.576,""y"":0.718,""cumulative_total"":15}"
1779902857.264,5,0,pollination_success,"{""flower_id"":100147,""x"":6.902,""y"":0.784,""cumulative_total"":16}"
1779902868.679,5,1,pollination_success,"{""flower_id"":100078,""x"":3.59,""y"":2.594,""cumulative_total"":17}"
1779902873.114,5,0,pollination_success,"{""flower_id"":100149,""x"":6.902,""y"":-0.168,""cumulative_total"":18}"
1779902883.78,5,1,pollination_success,"{""flower_id"":100081,""x"":4.153,""y"":2.008,""cumulative_total"":19}"
