ts,day,drone_id,type,payload_json
1779903532.508,5,,mission_start,"{""n_drones"":2,""mode"":""full_cycle"",""start_day"":5,""day_max"":8}"
1779903533.006,5,0,drone_at_base,{}
1779903533.468,5,1,drone_at_base,{}
1779903539.003,5,,day_start,"{""day"":5,""counts"":{""not_ready"":10,""opening"":37,""prime_target"":23,""partial_target"":0,""spent"":0}}"
1779903539.003,5,,survey_start,"{""day"":5}"
1779903598.418,5,1,survey_done,"{""n_observed"":103}"
1779903600.456,5,0,survey_done,"{""n_observed"":115}"
1779903602.827,5,,merge_complete,"{""unique_targets"":208}"
1779903602.827,5,,routes_assigned,"{""route_counts"":{""0"":104,""1"":104},""day"":5}"
1779903617.768,5,1,pollination_success,"{""flower_id"":200003,""x"":8.449,""y"":-0.469,""cumulative_total"":1}"
1779903617.856,5,0,pollination_success,"{""flower_id"":200001,""x"":8.1,""y"":-1.0,""cumulative_total"":2}"
1779903633.658,5,0,pollination_success,"{""flower_id"":200004,""x"":8.79,""y"":0.052,""cumulative_total"":3}"
1779903633.868,5,1,pollination_success,"{""flower_id"":100001,""x"":6.9,""y"":-1.0,""cumulative_total"":4}"
1779903648.357,5,0,pollination_success,"{""flower_id"":200006,""x"":8.927,""y"":0.637,""cumulative_total"":5}"
1779903650.068,5,1,pollination_success,"{""flower_id"":100114,""x"":6.902,""y"":0.644,""cumulative_total"":6}"
1779903665.068,5,1,pollination_success,"{""flower_id"":100072,""x"":6.834,""y"":1.244,""cumulative_total"":7}"
1779903665.506,5,0,pollination_success,"{""flower_id"":200064,""x"":11.388,""y"":0.843,""cumulative_total"":8}"
1779903681.157,5,0,pollination_success,"{""flower_id"":200067,""x"":12.643,""y"":0.628,""cumulative_total"":9}"
1779903681.418,5,1,pollination_success,"{""flower_id"":100004,""x"":5.27,""y"":-0.04,""cumulative_total"":10}"
1779903695.256,5,0,pollination_success,"{""flower_id"":200068,""x"":13.139,""y"":0.969,""cumulative_total"":11}"
1779903696.368,5,1,pollination_success,"{""flower_id"":100069,""x"":5.62,""y"":0.874,""cumulative_total"":12}"
1779903709.618,5,1,pollination_success,"{""flower_id"":100068,""x"":5.05,""y"":0.646,""cumulative_total"":13}"
1779903710.255,5,0,pollination_success,"{""flower_id"":200062,""x"":11.252,""y"":2.053,""cumulative_total"":14}"
1779903722.768,5,1,pollination_success,"{""flower_id"":100067,""x"":4.457,""y"":0.744,""cumulative_total"":15}"
1779903723.756,5,0,pollination_success,"{""flower_id"":200059,""x"":10.916,""y"":2.615,""cumulative_total"":16}"
1779903737.268,5,1,pollination_success,"{""flower_id"":100064,""x"":4.153,""y"":1.98,""cumulative_total"":17}"
1779903738.106,5,0,pollination_success,"{""flower_id"":200060,""x"":11.252,""y"":3.891,""cumulative_total"":18}"
1779903750.468,5,1,pollination_success,"{""flower_id"":100065,""x"":3.752,""y"":1.473,""cumulative_total"":19}"
1779903753.056,5,0,pollination_success,"{""flower_id"":200074,""x"":13.393,""y"":4.729,""cumulative_total"":20}"
1779903764.517,5,1,pollination_success,"{""flower_id"":100066,""x"":3.824,""y"":0.861,""cumulative_total"":21}"
1779903768.107,5,0,pollination_success,"{""flower_id"":200078,""x"":13.406,""y"":5.969,""cumulative_total"":22}"
1779903778.968,5,1,pollination_success,"{""flower_id"":100007,""x"":3.27,""y"":0.346,""cumulative_total"":23}"
1779903782.056,5,0,pollination_success,"{""flower_id"":200075,""x"":12.97,""y"":6.517,""cumulative_total"":24}"
1779903792.617,5,1,pollination_success,"{""flower_id"":100008,""x"":2.637,""y"":0.405,""cumulative_total"":25}"
