run_id,day,drone_id,flower_id,x,y,pollinated_at
stage16_20260604_154515,1,0,200003,10.083,7.023,2026-06-04 15:47:03
stage16_20260604_154515,1,1,200001,9.71,13.559,2026-06-04 15:47:08
stage16_20260604_154515,2,0,200004,7.916,0.691,2026-06-04 15:49:37
stage16_20260604_154515,2,1,200005,7.619,2.176,2026-06-04 15:49:37
stage16_20260604_154515,2,1,200007,9.854,3.763,2026-06-04 15:50:00
stage16_20260604_154515,2,0,200008,13.15,6.809,2026-06-04 15:50:07
stage16_20260604_154515,2,1,100004,5.054,4.055,2026-06-04 15:50:18
stage16_20260604_154515,2,0,200002,9.028,11.139,2026-06-04 15:50:26
stage16_20260604_154515,2,1,100003,4.353,5.052,2026-06-04 15:50:39
stage16_20260604_154515,2,0,100005,4.487,10.195,2026-06-04 15:50:42
stage16_20260604_154515,2,0,100002,3.306,9.73,2026-06-04 15:50:56
stage16_20260604_154515,2,1,200006,8.165,11.997,2026-06-04 15:51:07
stage16_20260604_154515,3,0,100016,7.35,4.406,2026-06-04 15:54:10
stage16_20260604_154515,3,1,100017,6.938,1.259,2026-06-04 15:54:11
stage16_20260604_154515,3,1,100012,2.565,2.61,2026-06-04 15:54:27
stage16_20260604_154515,3,0,100014,3.036,7.785,2026-06-04 15:54:27
stage16_20260604_154515,3,0,100013,0.694,5.506,2026-06-04 15:54:42
stage16_20260604_154515,3,1,200015,12.071,7.587,2026-06-04 15:54:58
stage16_20260604_154515,3,0,200016,12.009,11.274,2026-06-04 15:55:07
stage16_20260604_154515,3,1,200018,13.813,4.483,2026-06-04 15:55:27
stage16_20260604_154515,3,0,200017,13.321,10.959,2026-06-04 15:55:49
stage16_20260604_154515,3,1,200013,8.126,12.94,2026-06-04 15:55:51
stage16_20260604_154515,3,1,200014,8.616,14.04,2026-06-04 15:56:10
stage16_20260604_154515,4,0,200022,8.259,1.784,2026-06-04 15:59:53
stage16_20260604_154515,4,1,200026,9.282,3.009,2026-06-04 15:59:54
stage16_20260604_154515,4,0,200027,10.172,1.464,2026-06-04 16:00:12
stage16_20260604_154515,4,1,200025,9.826,4.752,2026-06-04 16:00:21
stage16_20260604_154515,4,0,100021,1.302,3.809,2026-06-04 16:00:37
stage16_20260604_154515,4,1,200028,12.02,4.499,2026-06-04 16:00:42
stage16_20260604_154515,4,0,100026,3.744,8.713,2026-06-04 16:00:58
stage16_20260604_154515,4,1,200023,8.163,6.533,2026-06-04 16:01:06
stage16_20260604_154515,4,0,100024,2.286,12.953,2026-06-04 16:01:22
stage16_20260604_154515,4,1,100028,6.391,4.487,2026-06-04 16:01:33
stage16_20260604_154515,4,0,100025,2.748,13.727,2026-06-04 16:01:49
stage16_20260604_154515,4,1,100027,3.685,2.49,2026-06-04 16:01:51
stage16_20260604_154515,4,1,100022,2.304,6.613,2026-06-04 16:02:11
stage16_20260604_154515,4,0,200024,9.799,10.651,2026-06-04 16:02:21
stage16_20260604_154515,4,0,200030,11.506,13.74,2026-06-04 16:02:42
stage16_20260604_154515,4,1,100023,2.263,10.795,2026-06-04 16:02:58
stage16_20260604_154515,4,0,200031,13.18,14.041,2026-06-04 16:03:09
stage16_20260604_154515,4,1,200029,11.371,11.731,2026-06-04 16:03:19
stage16_20260604_154515,4,1,200032,13.26,9.124,2026-06-04 16:03:39
stage16_20260604_154515,5,1,100041,4.165,1.827,2026-06-04 16:07:49
stage16_20260604_154515,5,0,100042,6.138,2.711,2026-06-04 16:07:57
stage16_20260604_154515,5,1,100043,6.492,5.627,2026-06-04 16:08:14
stage16_20260604_154515,5,0,100038,1.127,1.983,2026-06-04 16:08:23
stage16_20260604_154515,5,1,200041,9.4,5.641,2026-06-04 16:08:34
stage16_20260604_154515,5,0,100039,3.735,11.794,2026-06-04 16:08:52
stage16_20260604_154515,5,1,200033,12.786,5.751,2026-06-04 16:08:55
stage16_20260604_154515,5,0,100044,5.334,12.436,2026-06-04 16:09:08
stage16_20260604_154515,5,1,200040,9.37,11.93,2026-06-04 16:09:21
stage16_20260604_154515,5,0,100046,6.966,14.285,2026-06-04 16:09:27
stage16_20260604_154515,5,1,100045,5.653,14.27,2026-06-04 16:09:46
stage16_20260604_154515,5,0,200042,11.412,6.516,2026-06-04 16:09:46
stage16_20260604_154515,5,1,100040,2.905,11.569,2026-06-04 16:10:10
stage16_20260604_154515,5,0,200043,13.375,2.101,2026-06-04 16:10:10
stage16_20260604_154515,6,1,200056,11.099,2.276,2026-06-04 16:15:08
stage16_20260604_154515,6,0,100055,0.92,2.768,2026-06-04 16:15:17
stage16_20260604_154515,6,1,200045,12.218,8.976,2026-06-04 16:15:28
stage16_20260604_154515,6,0,100056,3.555,6.397,2026-06-04 16:15:34
stage16_20260604_154515,6,1,200055,7.998,9.704,2026-06-04 16:15:44
stage16_20260604_154515,6,0,200044,8.752,7.935,2026-06-04 16:15:51
stage16_20260604_154515,6,1,100058,6.219,7.242,2026-06-04 16:15:59
stage16_20260604_154515,6,0,200057,11.427,8.975,2026-06-04 16:16:14
stage16_20260604_154515,6,1,100057,3.288,3.657,2026-06-04 16:16:27
stage16_20260604_154515,6,0,200058,13.795,12.377,2026-06-04 16:16:35
stage16_20260604_154515,7,0,100065,4.315,3.571,2026-06-04 16:21:25
stage16_20260604_154515,7,1,200049,8.726,9.89,2026-06-04 16:21:38
stage16_20260604_154515,8,0,200063,12.902,3.614,2026-06-04 16:26:17
stage16_20260604_154515,8,1,200062,9.477,8.024,2026-06-04 16:26:27
