ts,day,drone_id,type,payload_json
1780555723.316,5,,mission_start,"{""n_drones"":2,""mode"":""full_cycle"",""start_day"":5,""day_max"":8}"
1780555724.716,5,0,drone_at_base,{}
1780555725.17,5,1,drone_at_base,{}
1780555729.808,5,,day_start,"{""day"":5,""counts"":{""not_ready"":10,""opening"":37,""prime_target"":23,""partial_target"":0,""spent"":0}}"
1780555729.808,5,,survey_start,"{""day"":5}"
1780556194.617,5,0,survey_done,"{""n_observed"":24}"
1780556442.671,5,1,survey_done,"{""n_observed"":33}"
1780556445.309,5,,merge_complete,"{""unique_targets"":57}"
1780556445.309,5,,routes_assigned,"{""route_counts"":{""0"":28,""1"":29},""day"":5}"
1780556462.421,5,1,pollination_success,"{""flower_id"":200020,""x"":7.6,""y"":2.121,""cumulative_total"":1}"
1780556462.516,5,0,pollination_success,"{""flower_id"":200023,""x"":7.956,""y"":0.694,""cumulative_total"":2}"
1780556486.971,5,1,pollination_success,"{""flower_id"":100033,""x"":7.402,""y"":4.348,""cumulative_total"":3}"
1780556488.617,5,0,pollination_success,"{""flower_id"":100038,""x"":7.138,""y"":1.52,""cumulative_total"":4}"
1780556512.067,5,0,pollination_success,"{""flower_id"":200054,""x"":8.45,""y"":1.776,""cumulative_total"":5}"
1780556515.221,5,1,pollination_success,"{""flower_id"":100022,""x"":6.441,""y"":4.491,""cumulative_total"":6}"
1780556532.222,5,1,pollination_success,"{""flower_id"":100021,""x"":5.038,""y"":4.054,""cumulative_total"":7}"
1780556536.517,5,0,pollination_success,"{""flower_id"":200024,""x"":8.992,""y"":3.026,""cumulative_total"":8}"
1780556554.923,5,1,pollination_success,"{""flower_id"":100017,""x"":4.401,""y"":5.046,""cumulative_total"":9}"
1780556561.066,5,0,pollination_success,"{""flower_id"":200025,""x"":9.825,""y"":3.786,""cumulative_total"":10}"
1780556572.22,5,1,pollination_success,"{""flower_id"":100019,""x"":3.688,""y"":2.481,""cumulative_total"":11}"
1780556578.917,5,0,pollination_success,"{""flower_id"":200060,""x"":12.911,""y"":3.672,""cumulative_total"":12}"
1780556595.771,5,1,pollination_success,"{""flower_id"":100004,""x"":1.142,""y"":2.004,""cumulative_total"":13}"
1780556601.867,5,0,pollination_success,"{""flower_id"":200040,""x"":13.487,""y"":2.013,""cumulative_total"":14}"
1780556615.921,5,1,pollination_success,"{""flower_id"":100016,""x"":3.081,""y"":7.839,""cumulative_total"":15}"
1780556634.117,5,0,pollination_success,"{""flower_id"":200037,""x"":12.265,""y"":7.565,""cumulative_total"":16}"
1780556644.42,5,1,pollination_success,"{""flower_id"":100008,""x"":2.177,""y"":10.798,""cumulative_total"":17}"
1780556654.966,5,0,pollination_success,"{""flower_id"":200042,""x"":13.247,""y"":9.15,""cumulative_total"":18}"
1780556667.521,5,1,pollination_success,"{""flower_id"":100012,""x"":2.902,""y"":11.574,""cumulative_total"":19}"
1780556674.867,5,0,pollination_success,"{""flower_id"":200035,""x"":12.141,""y"":11.222,""cumulative_total"":20}"
1780556689.417,5,0,pollination_success,"{""flower_id"":200034,""x"":11.353,""y"":11.668,""cumulative_total"":21}"
1780556691.421,5,1,pollination_success,"{""flower_id"":100009,""x"":2.251,""y"":12.941,""cumulative_total"":22}"
1780556711.417,5,0,pollination_success,"{""flower_id"":200031,""x"":9.305,""y"":11.995,""cumulative_total"":23}"
1780556716.071,5,1,pollination_success,"{""flower_id"":100027,""x"":5.616,""y"":14.254,""cumulative_total"":24}"
1780556728.316,5,0,pollination_success,"{""flower_id"":200032,""x"":9.494,""y"":13.69,""cumulative_total"":25}"
1780556745.917,5,0,pollination_success,"{""flower_id"":200084,""x"":8.667,""y"":13.91,""cumulative_total"":26}"
1780556764.92,5,1,pollination_success,"{""flower_id"":100028,""x"":7.108,""y"":14.459,""cumulative_total"":27}"
1780556766.567,5,0,pollination_success,"{""flower_id"":200033,""x"":11.516,""y"":13.739,""cumulative_total"":28}"
1780556784.721,5,1,pollination_success,"{""flower_id"":200080,""x"":8.177,""y"":12.914,""cumulative_total"":29}"
1780556786.167,5,0,pollination_success,"{""flower_id"":100026,""x"":5.31,""y"":12.448,""cumulative_total"":30}"
1780556801.266,5,0,pollination_success,"{""flower_id"":100025,""x"":4.542,""y"":10.231,""cumulative_total"":31}"
1780556808.171,5,1,pollination_success,"{""flower_id"":200079,""x"":8.208,""y"":11.993,""cumulative_total"":32}"
1780556815.717,5,0,pollination_success,"{""flower_id"":100014,""x"":3.324,""y"":9.776,""cumulative_total"":33}"
1780556824.12,5,1,pollination_success,"{""flower_id"":200030,""x"":9.063,""y"":11.053,""cumulative_total"":34}"
1780556835.567,5,0,pollination_success,"{""flower_id"":100007,""x"":2.213,""y"":6.609,""cumulative_total"":35}"
1780556850.271,5,1,pollination_success,"{""flower_id"":200029,""x"":9.815,""y"":10.673,""cumulative_total"":36}"
1780556852.217,5,0,pollination_success,"{""flower_id"":100006,""x"":0.796,""y"":5.703,""cumulative_total"":37}"
1780556871.617,5,0,pollination_success,"{""flower_id"":100005,""x"":1.314,""y"":3.826,""cumulative_total"":38}"
1780556874.671,5,1,pollination_success,"{""flower_id"":200045,""x"":8.806,""y"":9.882,""cumulative_total"":39}"
1780556887.318,5,0,pollination_success,"{""flower_id"":100018,""x"":2.802,""y"":2.687,""cumulative_total"":40}"
1780556891.472,5,1,pollination_success,"{""flower_id"":200046,""x"":8.636,""y"":7.839,""cumulative_total"":41}"
1780556906.067,5,0,pollination_success,"{""flower_id"":100001,""x"":4.14,""y"":1.835,""cumulative_total"":42}"
1780556910.621,5,1,pollination_success,"{""flower_id"":200027,""x"":9.373,""y"":5.698,""cumulative_total"":43}"
1780556933.717,5,0,pollination_success,"{""flower_id"":100023,""x"":6.276,""y"":2.732,""cumulative_total"":44}"
1780556936.421,5,1,pollination_success,"{""flower_id"":200026,""x"":9.832,""y"":4.786,""cumulative_total"":45}"
1780556957.371,5,1,pollination_success,"{""flower_id"":200039,""x"":12.135,""y"":4.47,""cumulative_total"":46}"
1780556959.417,5,0,pollination_success,"{""flower_id"":100024,""x"":6.589,""y"":5.623,""cumulative_total"":47}"
1780556976.171,5,1,pollination_success,"{""flower_id"":200066,""x"":12.796,""y"":5.926,""cumulative_total"":48}"
1780556997.516,5,0,pollination_success,"{""flower_id"":200018,""x"":8.181,""y"":6.524,""cumulative_total"":49}"
1780557002.62,5,1,pollination_success,"{""flower_id"":200067,""x"":13.016,""y"":6.838,""cumulative_total"":50}"
1780557013.667,5,0,pollination_success,"{""flower_id"":200028,""x"":10.131,""y"":6.943,""cumulative_total"":51}"
1780557018.671,5,1,pollination_success,"{""flower_id"":200038,""x"":11.48,""y"":6.434,""cumulative_total"":52}"
1780557033.771,5,1,pollination_success,"{""flower_id"":200036,""x"":12.233,""y"":8.798,""cumulative_total"":53}"
1780557045.417,5,0,pollination_success,"{""flower_id"":100010,""x"":3.052,""y"":13.806,""cumulative_total"":54}"
1780557053.971,5,1,pollination_success,"{""flower_id"":200043,""x"":13.624,""y"":11.091,""cumulative_total"":55}"
1780557066.217,5,0,drone_at_base,{}
1780557080.67,5,1,pollination_success,"{""flower_id"":200044,""x"":13.253,""y"":13.965,""cumulative_total"":56}"
1780557108.271,5,1,pollination_success,"{""flower_id"":200056,""x"":10.337,""y"":1.534,""cumulative_total"":57}"
1780557118.672,5,1,drone_at_base,{}
1780557118.808,5,,day_complete,"{""day"":5,""pollinated_today"":57}"
1780557122.807,6,,day_start,"{""day"":6,""counts"":{""not_ready"":2,""opening"":24,""prime_target"":41,""partial_target"":3,""spent"":0}}"
1780557122.808,6,,survey_start,"{""day"":6}"
