run_id,day,drone_id,landmark_id,x,y,pollinated_at
stage16_20260606_154551,1,1,5005,10.135,2.702,2026-06-06 15:48:49
stage16_20260606_154551,1,0,5049,1.966,1.33,2026-06-06 15:48:51
stage16_20260606_154551,1,1,5004,12.716,3.205,2026-06-06 15:49:01
stage16_20260606_154551,1,0,5048,5.799,11.971,2026-06-06 15:49:10
stage16_20260606_154551,1,1,5002,16.199,9.425,2026-06-06 15:49:16
stage16_20260606_154551,1,0,5050,8.884,13.281,2026-06-06 15:49:25
stage16_20260606_154551,1,1,5006,19.0,10.714,2026-06-06 15:49:29
stage16_20260606_154551,1,0,5001,11.432,13.803,2026-06-06 15:49:38
stage16_20260606_154551,1,1,5000,11.14,16.99,2026-06-06 15:49:48
stage16_20260606_154551,1,0,5003,16.366,15.117,2026-06-06 15:49:53
stage16_20260606_154551,1,1,5047,7.468,19.022,2026-06-06 15:50:03
stage16_20260606_154551,1,0,5007,12.955,8.031,2026-06-06 15:50:09
stage16_20260606_154551,1,1,5046,2.337,9.75,2026-06-06 15:50:21
stage16_20260606_154551,1,0,5044,2.825,14.487,2026-06-06 15:50:30
stage16_20260606_154551,1,1,5045,4.244,4.749,2026-06-06 15:50:40
stage16_20260606_154551,2,0,5019,11.212,2.826,2026-06-06 15:54:16
stage16_20260606_154551,2,1,5018,11.72,4.996,2026-06-06 15:54:20
stage16_20260606_154551,2,1,5039,10.675,5.292,2026-06-06 15:54:34
stage16_20260606_154551,2,0,5094,7.676,3.734,2026-06-06 15:54:42
stage16_20260606_154551,2,0,5075,4.718,3.169,2026-06-06 15:54:55
stage16_20260606_154551,2,0,5081,3.602,3.664,2026-06-06 15:55:04
stage16_20260606_154551,2,1,5041,10.727,10.18,2026-06-06 15:55:09
stage16_20260606_154551,2,0,5087,1.244,5.323,2026-06-06 15:55:19
stage16_20260606_154551,2,1,5029,12.851,15.206,2026-06-06 15:55:26
stage16_20260606_154551,2,0,5089,1.585,8.883,2026-06-06 15:55:35
stage16_20260606_154551,2,1,5023,16.681,16.793,2026-06-06 15:55:41
stage16_20260606_154551,2,0,5062,5.149,9.512,2026-06-06 15:55:52
stage16_20260606_154551,2,1,5037,16.29,11.529,2026-06-06 15:55:56
stage16_20260606_154551,2,0,5086,9.772,7.961,2026-06-06 15:56:08
stage16_20260606_154551,2,1,5024,18.295,4.426,2026-06-06 15:56:13
stage16_20260606_154551,2,0,5040,14.352,10.721,2026-06-06 15:56:22
stage16_20260606_154551,2,1,5079,4.737,6.811,2026-06-06 15:56:33
stage16_20260606_154551,2,0,5022,17.849,12.322,2026-06-06 15:56:36
stage16_20260606_154551,2,1,5082,1.55,10.625,2026-06-06 15:56:46
stage16_20260606_154551,2,0,5030,16.598,15.976,2026-06-06 15:56:48
stage16_20260606_154551,2,1,5066,2.353,12.972,2026-06-06 15:56:58
stage16_20260606_154551,2,0,5017,12.072,14.584,2026-06-06 15:57:02
stage16_20260606_154551,2,1,5069,4.223,11.793,2026-06-06 15:57:13
stage16_20260606_154551,2,0,5052,6.23,18.308,2026-06-06 15:57:20
stage16_20260606_154551,2,1,5076,6.018,13.053,2026-06-06 15:57:28
stage16_20260606_154551,2,1,5054,6.648,14.706,2026-06-06 15:57:44
stage16_20260606_154551,2,1,5059,9.649,18.193,2026-06-06 15:57:57
stage16_20260606_154551,3,0,5077,5.892,2.164,2026-06-06 16:01:25
stage16_20260606_154551,3,1,5010,11.784,1.306,2026-06-06 16:01:28
stage16_20260606_154551,3,0,5073,1.211,4.303,2026-06-06 16:01:40
stage16_20260606_154551,3,1,5093,7.656,4.686,2026-06-06 16:01:46
stage16_20260606_154551,3,0,5055,4.931,15.925,2026-06-06 16:02:02
stage16_20260606_154551,3,1,5090,3.292,4.986,2026-06-06 16:02:05
stage16_20260606_154551,3,0,5063,8.814,14.361,2026-06-06 16:02:15
stage16_20260606_154551,3,1,5061,8.831,9.162,2026-06-06 16:02:22
stage16_20260606_154551,3,0,5012,11.544,18.971,2026-06-06 16:02:30
stage16_20260606_154551,3,1,5095,5.774,15.325,2026-06-06 16:02:41
stage16_20260606_154551,3,0,5036,15.457,15.759,2026-06-06 16:02:44
stage16_20260606_154551,3,1,5011,11.52,17.987,2026-06-06 16:02:56
stage16_20260606_154551,3,0,5027,17.538,15.537,2026-06-06 16:02:57
stage16_20260606_154551,3,1,5014,15.713,16.78,2026-06-06 16:03:12
stage16_20260606_154551,3,0,5008,17.984,18.963,2026-06-06 16:03:14
stage16_20260606_154551,3,0,5031,13.271,6.543,2026-06-06 16:03:53
stage16_20260606_154551,3,1,5025,17.977,14.757,2026-06-06 16:03:54
stage16_20260606_154551,3,1,5013,14.087,13.782,2026-06-06 16:04:08
stage16_20260606_154551,4,0,5084,5.752,4.642,2026-06-06 16:07:47
stage16_20260606_154551,4,1,5035,14.844,3.7,2026-06-06 16:07:48
stage16_20260606_154551,4,0,5016,9.991,6.761,2026-06-06 16:08:02
stage16_20260606_154551,4,1,5020,17.018,2.087,2026-06-06 16:08:04
stage16_20260606_154551,4,0,5009,13.465,10.699,2026-06-06 16:08:19
stage16_20260606_154551,4,1,5026,18.974,2.546,2026-06-06 16:08:21
stage16_20260606_154551,4,0,5021,17.145,11.044,2026-06-06 16:08:35
stage16_20260606_154551,4,1,5032,11.241,6.615,2026-06-06 16:08:38
stage16_20260606_154551,4,0,5038,18.928,15.81,2026-06-06 16:08:50
stage16_20260606_154551,4,1,5015,11.915,9.418,2026-06-06 16:08:53
stage16_20260606_154551,4,1,5058,8.881,10.352,2026-06-06 16:09:07
stage16_20260606_154551,4,0,5092,9.663,16.837,2026-06-06 16:09:11
stage16_20260606_154551,4,1,5070,6.271,7.441,2026-06-06 16:09:22
stage16_20260606_154551,4,0,5057,6.978,13.772,2026-06-06 16:09:29
stage16_20260606_154551,4,1,5071,4.427,10.682,2026-06-06 16:09:36
stage16_20260606_154551,4,0,5085,8.585,12.434,2026-06-06 16:09:41
stage16_20260606_154551,4,1,5072,8.37,16.22,2026-06-06 16:09:51
stage16_20260606_154551,4,0,5078,5.327,11.139,2026-06-06 16:09:53
stage16_20260606_154551,4,1,5080,9.878,14.8,2026-06-06 16:10:02
stage16_20260606_154551,4,0,5065,0.76,15.061,2026-06-06 16:10:06
stage16_20260606_154551,4,1,5056,5.447,17.613,2026-06-06 16:10:17
stage16_20260606_154551,4,0,5033,15.196,2.721,2026-06-06 16:10:28
stage16_20260606_154551,4,1,5042,18.471,13.608,2026-06-06 16:10:38
stage16_20260606_154551,5,0,5088,9.608,5.521,2026-06-06 16:13:57
stage16_20260606_154551,5,1,5028,18.139,2.694,2026-06-06 16:13:58
stage16_20260606_154551,5,0,5067,4.361,13.064,2026-06-06 16:14:17
stage16_20260606_154551,5,1,5074,2.707,7.772,2026-06-06 16:14:21
stage16_20260606_154551,5,0,5083,1.82,11.626,2026-06-06 16:14:32
stage16_20260606_154551,5,1,5051,8.945,19.014,2026-06-06 16:14:43
stage16_20260606_154551,5,1,5034,13.127,18.306,2026-06-06 16:15:00
stage16_20260606_154551,6,0,5060,0.946,2.444,2026-06-06 16:18:10
stage16_20260606_154551,6,1,5053,8.52,4.56,2026-06-06 16:18:12
stage16_20260606_154551,6,1,5043,16.314,13.892,2026-06-06 16:18:34
stage16_20260606_154551,6,0,5068,5.788,16.548,2026-06-06 16:18:36
stage16_20260606_154551,6,1,5064,4.935,19.215,2026-06-06 16:18:58
