timestamp,drone_id,event_type,flower_x,flower_y,cycle_time_s,total_pollinated,details
2026-04-20T15:13:14.515102,0,DETECTION,0,0,0,0,1 flowers detected
2026-04-20T15:13:15.015203,0,DETECTION,0,0,0.5000989437103271,0,1 flowers detected
2026-04-20T15:13:15.515007,0,DETECTION,0,0,0.49980592727661133,0,1 flowers detected
2026-04-20T15:13:16.015018,0,DETECTION,0,0,0.5000119209289551,0,1 flowers detected
2026-04-20T15:13:16.515037,0,DETECTION,0,0,0.5000181198120117,0,1 flowers detected
2026-04-20T15:13:17.015108,0,DETECTION,0,0,0.5000712871551514,0,1 flowers detected
2026-04-20T15:13:17.515017,0,DETECTION,0,0,0.4999101161956787,0,1 flowers detected
2026-04-20T15:13:18.015048,0,DETECTION,0,0,0.5000300407409668,0,1 flowers detected
2026-04-20T15:13:18.515019,0,DETECTION,0,0,0.4999721050262451,0,1 flowers detected
2026-04-20T15:13:19.015035,0,DETECTION,0,0,0.5000157356262207,0,1 flowers detected
2026-04-20T15:13:19.514994,0,DETECTION,0,0,0.49995899200439453,0,1 flowers detected
2026-04-20T15:13:20.015012,0,DETECTION,0,0,0.5000176429748535,0,1 flowers detected
2026-04-20T15:13:20.515036,0,DETECTION,0,0,0.5000243186950684,0,1 flowers detected
2026-04-20T15:13:21.014767,0,DETECTION,0,0,0.49971795082092285,0,1 flowers detected
2026-04-20T15:13:21.515023,0,DETECTION,0,0,0.5002684593200684,0,1 flowers detected
2026-04-20T15:13:22.015031,0,DETECTION,0,0,0.5000085830688477,0,1 flowers detected
2026-04-20T15:13:22.515294,0,DETECTION,0,0,0.5002601146697998,0,1 flowers detected
2026-04-20T15:13:23.015023,0,DETECTION,0,0,0.49973106384277344,0,1 flowers detected
2026-04-20T15:13:23.515012,0,DETECTION,0,0,0.49998903274536133,0,1 flowers detected
2026-04-20T15:13:24.015135,0,DETECTION,0,0,0.5001237392425537,0,1 flowers detected
2026-04-20T15:13:24.515025,0,DETECTION,0,0,0.4998898506164551,0,1 flowers detected
2026-04-20T15:13:25.015017,0,DETECTION,0,0,0.49999213218688965,0,1 flowers detected
2026-04-20T15:13:25.515016,0,DETECTION,0,0,0.4999988079071045,0,1 flowers detected
2026-04-20T15:13:26.014985,0,DETECTION,0,0,0.4999690055847168,0,1 flowers detected
2026-04-20T15:13:26.514944,0,DETECTION,0,0,0.49995923042297363,0,1 flowers detected
2026-04-20T15:13:27.015008,0,DETECTION,0,0,0.5000641345977783,0,1 flowers detected
2026-04-20T15:13:27.515409,0,DETECTION,0,0,0.5004003047943115,0,1 flowers detected
2026-04-20T15:13:28.015028,0,DETECTION,0,0,0.499619722366333,0,1 flowers detected
2026-04-20T15:13:28.514982,0,DETECTION,0,0,0.4999544620513916,0,1 flowers detected
2026-04-20T15:13:29.015021,0,DETECTION,0,0,0.5000381469726562,0,1 flowers detected
2026-04-20T15:13:29.514743,0,DETECTION,0,0,0.4997236728668213,0,1 flowers detected
2026-04-20T15:13:30.015015,0,DETECTION,0,0,0.5002706050872803,0,1 flowers detected
2026-04-20T15:13:30.514923,0,DETECTION,0,0,0.4999086856842041,0,1 flowers detected
2026-04-20T15:13:31.015025,0,DETECTION,0,0,0.5001010894775391,0,1 flowers detected
2026-04-20T15:13:31.515377,0,DETECTION,0,0,0.5003519058227539,0,1 flowers detected
