timestamp,drone_id,event_type,flower_x,flower_y,cycle_time_s,total_pollinated,details
2026-04-20T15:40:27.514991,0,DETECTION,0,0,0,0,1 flowers detected
2026-04-20T15:40:28.015866,0,DETECTION,0,0,0.500870943069458,0,1 flowers detected
2026-04-20T15:40:28.514639,0,DETECTION,0,0,0.4987785816192627,0,1 flowers detected
2026-04-20T15:40:29.016290,0,DETECTION,0,0,0.5016477108001709,0,1 flowers detected
2026-04-20T15:40:30.016445,0,DETECTION,0,0,1.0001544952392578,0,1 flowers detected
2026-04-20T15:40:30.515444,0,DETECTION,0,0,0.49900126457214355,0,1 flowers detected
2026-04-20T15:40:31.015311,0,DETECTION,0,0,0.49986696243286133,0,1 flowers detected
2026-04-20T15:40:31.514834,0,DETECTION,0,0,0.4995238780975342,0,1 flowers detected
2026-04-20T15:40:32.015334,0,DETECTION,0,0,0.5005004405975342,0,1 flowers detected
2026-04-20T15:40:32.515140,0,DETECTION,0,0,0.499805212020874,0,1 flowers detected
2026-04-20T15:40:33.015616,0,DETECTION,0,0,0.5004737377166748,0,1 flowers detected
2026-04-20T15:40:33.514693,0,DETECTION,0,0,0.4990813732147217,0,1 flowers detected
2026-04-20T15:40:34.515619,0,DETECTION,0,0,1.0009231567382812,0,1 flowers detected
2026-04-20T15:40:35.015280,0,DETECTION,0,0,0.4996623992919922,0,1 flowers detected
2026-04-20T15:40:36.514814,0,DETECTION,0,0,1.499535083770752,0,1 flowers detected
2026-04-20T15:40:37.015566,0,DETECTION,0,0,0.5007491111755371,0,1 flowers detected
2026-04-20T15:40:38.015236,0,DETECTION,0,0,0.9996707439422607,0,1 flowers detected
2026-04-20T15:40:38.515657,0,DETECTION,0,0,0.5004208087921143,0,1 flowers detected
2026-04-20T15:40:39.015265,0,DETECTION,0,0,0.49960827827453613,0,1 flowers detected
2026-04-20T15:40:39.516347,0,DETECTION,0,0,0.5010814666748047,0,1 flowers detected
