timestamp,drone_id,event_type,flower_x,flower_y,cycle_time_s,total_pollinated,details
2026-04-20T16:04:20.514437,0,DETECTION,0,0,0,0,1 flowers detected
2026-04-20T16:04:21.014860,0,DETECTION,0,0,0.500420093536377,0,1 flowers detected
2026-04-20T16:04:21.826293,0,DETECTION,0,0,0.8114340305328369,0,1 flowers detected
2026-04-20T16:04:22.014819,0,DETECTION,0,0,0.18852663040161133,0,1 flowers detected
2026-04-20T16:04:22.514667,0,DETECTION,0,0,0.4998478889465332,0,1 flowers detected
2026-04-20T16:04:23.015009,0,DETECTION,0,0,0.5003421306610107,0,1 flowers detected
2026-04-20T16:04:23.514462,0,DETECTION,0,0,0.49945497512817383,0,1 flowers detected
2026-04-20T16:04:24.015019,0,DETECTION,0,0,0.5005543231964111,0,1 flowers detected
2026-04-20T16:04:24.514488,0,DETECTION,0,0,0.49947118759155273,0,1 flowers detected
2026-04-20T16:04:25.014853,0,DETECTION,0,0,0.5003635883331299,0,2 flowers detected
2026-04-20T16:04:25.514411,0,DETECTION,0,0,0.4995598793029785,0,2 flowers detected
2026-04-20T16:04:26.014685,0,DETECTION,0,0,0.5002727508544922,0,2 flowers detected
2026-04-20T16:04:26.514400,0,DETECTION,0,0,0.49971652030944824,0,2 flowers detected
2026-04-20T16:04:26.563012,2,DETECTION,0,0,0,0,1 flowers detected
2026-04-20T16:04:27.014709,0,DETECTION,0,0,0.500307559967041,0,2 flowers detected
2026-04-20T16:04:27.063462,2,DETECTION,0,0,0.5004472732543945,0,1 flowers detected
2026-04-20T16:04:27.514705,0,DETECTION,0,0,0.4999964237213135,0,2 flowers detected
2026-04-20T16:04:27.563092,2,DETECTION,0,0,0.4996311664581299,0,1 flowers detected
2026-04-20T16:04:28.014517,0,DETECTION,0,0,0.49981164932250977,0,2 flowers detected
2026-04-20T16:04:28.063522,2,DETECTION,0,0,0.5004289150238037,0,1 flowers detected
2026-04-20T16:04:28.514468,0,DETECTION,0,0,0.4999518394470215,0,2 flowers detected
2026-04-20T16:04:28.563081,2,DETECTION,0,0,0.4995608329772949,0,1 flowers detected
2026-04-20T16:04:29.015172,0,DETECTION,0,0,0.5007011890411377,0,2 flowers detected
2026-04-20T16:04:29.063356,2,DETECTION,0,0,0.5002741813659668,0,2 flowers detected
2026-04-20T16:04:29.514509,0,DETECTION,0,0,0.4993400573730469,0,2 flowers detected
2026-04-20T16:04:29.563055,2,DETECTION,0,0,0.49970078468322754,0,2 flowers detected
2026-04-20T16:04:30.014993,0,DETECTION,0,0,0.5004823207855225,0,2 flowers detected
2026-04-20T16:04:30.063238,2,DETECTION,0,0,0.5001821517944336,0,2 flowers detected
2026-04-20T16:04:30.514556,0,DETECTION,0,0,0.49956393241882324,0,2 flowers detected
2026-04-20T16:04:30.562994,2,DETECTION,0,0,0.4997560977935791,0,2 flowers detected
2026-04-20T16:04:31.014958,0,DETECTION,0,0,0.500401496887207,0,2 flowers detected
2026-04-20T16:04:31.063257,2,DETECTION,0,0,0.5002617835998535,0,2 flowers detected
2026-04-20T16:04:31.514510,0,DETECTION,0,0,0.49955248832702637,0,2 flowers detected
2026-04-20T16:04:31.563021,2,DETECTION,0,0,0.49976539611816406,0,2 flowers detected
2026-04-20T16:04:32.014784,0,DETECTION,0,0,0.5002734661102295,0,2 flowers detected
2026-04-20T16:04:32.063860,2,DETECTION,0,0,0.5008354187011719,0,2 flowers detected
2026-04-20T16:04:32.123971,0,POLLINATE,2.0,2.0,12.031532526016235,1,"{""drone_id"": 0, ""flower_x"": 2.0, ""flower_y"": 2.0, ""timestamp"": 1776672272.123677, ""cycle_time"": 5.0}"
2026-04-20T16:04:32.514410,0,DETECTION,0,0,0.49962735176086426,1,2 flowers detected
2026-04-20T16:04:32.562938,2,DETECTION,0,0,0.4990816116333008,1,2 flowers detected
2026-04-20T16:04:33.015287,0,DETECTION,0,0,0.5008740425109863,1,1 flowers detected
2026-04-20T16:04:33.514636,0,DETECTION,0,0,0.49935102462768555,1,1 flowers detected
2026-04-20T16:04:34.014996,0,DETECTION,0,0,0.500359058380127,1,1 flowers detected
