timestamp,drone_id,event_type,flower_x,flower_y,cycle_time_s,total_pollinated,details
2026-04-20T14:41:46.744067,ALL,SUMMARY,0,0,30.001988172531128,0,coverage=0.0%
2026-04-20T14:42:16.744011,ALL,SUMMARY,0,0,60.001978158950806,0,coverage=0.0%
2026-04-20T14:42:46.744157,ALL,SUMMARY,0,0,90.0019965171814,0,coverage=0.0%
2026-04-20T14:43:16.744073,ALL,SUMMARY,0,0,120.00196766853333,0,coverage=0.0%
2026-04-20T14:43:46.743952,ALL,SUMMARY,0,0,150.00192999839783,0,coverage=0.0%
2026-04-20T14:44:16.746842,ALL,SUMMARY,0,0,180.00224661827087,0,coverage=0.0%
2026-04-20T14:44:46.744318,ALL,SUMMARY,0,0,210.00211000442505,0,coverage=0.0%
2026-04-20T14:45:16.744054,ALL,SUMMARY,0,0,240.00191354751587,0,coverage=0.0%
2026-04-20T14:45:46.744428,ALL,SUMMARY,0,0,270.00201082229614,0,coverage=0.0%
2026-04-20T14:46:16.744317,ALL,SUMMARY,0,0,300.0020008087158,0,coverage=0.0%
2026-04-20T14:46:46.744040,ALL,SUMMARY,0,0,330.00200295448303,0,coverage=0.0%
2026-04-20T14:47:16.744574,ALL,SUMMARY,0,0,360.002005815506,0,coverage=0.0%
2026-04-20T14:47:46.744921,ALL,SUMMARY,0,0,390.00203347206116,0,coverage=0.0%
2026-04-20T14:48:16.745003,ALL,SUMMARY,0,0,420.00201201438904,0,coverage=0.0%
2026-04-20T14:48:46.742457,ALL,SUMMARY,0,0,450.00184988975525,0,coverage=0.0%
2026-04-20T14:49:16.744625,ALL,SUMMARY,0,0,480.0019154548645,0,coverage=0.0%
2026-04-20T14:49:46.743955,ALL,SUMMARY,0,0,510.0019178390503,0,coverage=0.0%
2026-04-20T14:50:16.744300,ALL,SUMMARY,0,0,540.0021433830261,0,coverage=0.0%
2026-04-20T14:50:46.744282,ALL,SUMMARY,0,0,570.0019125938416,0,coverage=0.0%
2026-04-20T14:51:16.744251,ALL,SUMMARY,0,0,600.0019483566284,0,coverage=0.0%
2026-04-20T14:51:46.743937,ALL,SUMMARY,0,0,630.001921415329,0,coverage=0.0%
2026-04-20T14:52:16.743933,ALL,SUMMARY,0,0,660.0019431114197,0,coverage=0.0%
