time,D0_x,D0_y,D0_z,D0_state,D1_x,D1_y,D1_z,D1_state
1779374788.966,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,READY
1779374789.066,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779374789.167,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779374789.266,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779374789.366,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779374789.466,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779374789.566,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779374789.667,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779374789.766,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779374789.866,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779374789.966,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779374790.066,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779374790.166,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779374790.266,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779374790.366,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779374790.467,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779374790.567,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779374790.666,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779374790.766,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779374790.866,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779374790.967,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779374791.066,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779374791.167,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779374791.266,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779374791.366,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779374791.466,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
