time,D0_x,D0_y,D0_z,D0_state,D1_x,D1_y,D1_z,D1_state
1779372254.450,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372254.550,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372254.652,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372254.750,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372254.850,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372254.950,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372255.050,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372255.151,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372255.250,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372255.350,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372255.450,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372255.550,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372255.650,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372255.750,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372255.850,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372255.950,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372256.050,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372256.150,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372256.250,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372256.350,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372256.450,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372256.550,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372256.650,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372256.750,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372256.850,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372256.950,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372257.050,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372257.150,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372257.250,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372257.350,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372257.450,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372257.551,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372257.650,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372257.750,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372257.850,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372257.950,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372258.051,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372258.150,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372258.250,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372258.350,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372258.451,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372258.550,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372258.650,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372258.750,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372258.850,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372258.950,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372259.050,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372259.150,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372259.250,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372259.350,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372259.450,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372259.550,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372259.650,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372259.750,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372259.850,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372259.950,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372260.050,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372260.150,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372260.250,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372260.350,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372260.450,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372260.550,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372260.650,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372260.750,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372260.850,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372260.950,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372261.050,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372261.150,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372261.250,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372261.350,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372261.450,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372261.550,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372261.650,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372261.750,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372261.850,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372261.950,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372262.050,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372262.150,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372262.250,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372262.350,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372262.450,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372262.550,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372262.650,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372262.750,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372262.850,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372262.950,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372263.050,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372263.150,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372263.250,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372263.350,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372263.450,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372263.550,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372263.650,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372263.750,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372263.850,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372263.950,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372264.050,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372264.150,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372264.250,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372264.350,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372264.450,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372264.551,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372264.650,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372264.750,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779372264.850,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
