time,D0_x,D0_y,D0_z,D0_state,D1_x,D1_y,D1_z,D1_state
1779599167.280,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779599167.380,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779599167.481,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779599167.581,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779599167.681,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779599167.780,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779599167.880,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779599167.981,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779599168.081,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779599168.180,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779599168.281,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779599168.380,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779599168.480,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779599168.581,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779599168.681,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779599168.781,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779599168.881,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779599168.981,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779599169.080,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779599169.180,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779599169.280,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779599169.381,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779599169.481,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779599169.581,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779599169.681,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779599169.781,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779599169.881,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779599169.981,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779599170.081,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779599170.181,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
