time,D0_x,D0_y,D0_z,D0_state,D1_x,D1_y,D1_z,D1_state
1779370073.619,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370073.718,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370073.818,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370073.918,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370074.018,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370074.118,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370074.218,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370074.318,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370074.418,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370074.518,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370074.618,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370074.718,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370074.818,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370074.918,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370075.018,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370075.118,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370075.218,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370075.318,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370075.418,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370075.518,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370075.618,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370075.718,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
