time,D0_x,D0_y,D0_z,D0_state,D1_x,D1_y,D1_z,D1_state
1779369748.859,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779369748.956,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369749.056,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369749.156,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369749.256,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369749.356,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369749.456,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369749.556,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369749.656,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369749.756,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369749.856,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369749.956,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369750.056,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369750.156,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369750.256,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369750.356,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369750.456,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369750.556,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369750.656,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369750.756,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369750.856,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369750.956,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369751.056,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369751.156,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369751.256,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369751.356,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369751.456,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369751.556,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369751.656,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369751.756,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369751.856,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369751.956,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369752.056,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369752.156,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369752.256,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369752.356,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369752.456,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369752.556,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369752.656,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369752.756,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369752.856,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369752.956,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369753.056,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369753.156,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369753.256,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369753.356,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369753.456,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369753.556,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369753.656,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369753.756,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369753.856,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369753.956,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369754.056,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369754.156,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369754.256,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369754.356,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369754.456,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369754.556,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369754.656,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369754.756,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369754.856,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369754.956,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369755.056,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369755.156,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369755.256,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369755.356,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369755.456,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369755.556,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369755.656,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369755.756,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369755.856,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369755.956,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369756.056,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369756.156,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369756.256,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369756.356,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369756.456,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369756.556,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369756.656,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369756.756,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369756.856,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369756.956,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369757.056,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369757.156,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369757.256,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369757.356,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369757.456,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369757.556,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369757.656,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369757.756,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369757.856,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369757.956,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369758.056,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369758.156,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369758.256,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369758.356,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369758.456,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369758.556,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369758.656,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369758.756,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369758.856,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369758.956,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369759.056,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369759.156,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369759.256,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369759.356,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369759.456,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369759.556,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369759.656,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369759.756,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369759.856,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369759.956,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369760.056,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369760.156,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369760.256,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369760.356,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369760.456,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369760.556,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369760.656,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369760.756,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369760.856,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369760.956,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369761.056,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369761.156,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369761.256,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369761.356,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369761.456,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369761.556,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369761.656,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369761.756,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369761.856,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369761.956,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369762.056,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369762.156,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369762.256,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369762.356,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369762.456,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369762.556,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369762.656,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369762.756,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369762.856,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369762.956,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369763.056,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369763.156,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369763.256,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369763.356,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369763.456,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369763.556,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369763.656,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369763.756,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369763.856,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369763.956,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369764.056,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369764.156,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369764.256,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369764.356,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369764.456,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369764.556,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369764.656,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779369764.756,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
