time,D0_x,D0_y,D0_z,D0_state,D1_x,D1_y,D1_z,D1_state
1779370774.918,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370775.017,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370775.117,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370775.217,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370775.317,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370775.417,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370775.517,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370775.617,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370775.717,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370775.817,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370775.917,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370776.017,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370776.117,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370776.217,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370776.317,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370776.417,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370776.517,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370776.617,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370776.717,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370776.817,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370776.917,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370777.017,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370777.117,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370777.217,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370777.317,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370777.417,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370777.517,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370777.617,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779370777.717,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
