time,D0_x,D0_y,D0_z,D0_state,D1_x,D1_y,D1_z,D1_state
1779375350.496,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375350.596,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375350.696,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375350.796,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375350.896,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375350.996,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375351.096,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375351.196,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375351.296,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375351.396,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375351.496,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375351.596,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375351.696,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375351.796,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375351.896,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375351.996,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375352.096,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375352.196,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375352.296,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375352.396,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375352.496,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375352.596,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375352.696,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375352.796,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375352.896,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375352.996,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375353.096,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375353.196,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375353.296,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375353.396,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375353.496,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375353.596,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375353.696,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375353.796,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375353.896,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375353.996,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375354.096,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375354.196,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375354.296,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375354.396,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375354.496,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375354.596,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375354.696,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375354.796,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375354.896,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375354.996,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375355.096,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375355.196,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375355.296,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375355.396,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375355.496,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375355.596,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375355.696,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375355.796,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375355.896,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375355.996,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375356.096,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375356.196,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375356.296,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375356.396,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375356.496,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375356.596,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375356.696,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375356.796,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375356.896,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375356.996,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375357.096,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375357.196,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375357.296,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375357.396,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375357.496,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375357.596,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375357.696,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375357.796,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375357.896,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375357.996,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375358.096,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375358.196,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375358.296,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375358.396,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375358.496,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375358.596,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375358.696,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375358.796,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375358.896,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375358.996,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375359.096,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375359.196,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375359.296,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375359.396,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375359.496,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375359.596,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375359.696,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375359.796,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375359.896,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375359.996,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375360.096,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375360.196,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375360.296,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375360.396,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375360.496,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375360.596,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375360.696,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375360.796,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375360.896,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375360.998,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375361.096,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375361.196,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375361.296,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375361.396,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375361.496,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375361.596,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375361.696,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375361.796,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375361.896,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375361.996,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375362.096,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375362.196,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375362.296,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375362.396,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375362.496,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375362.596,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375362.696,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375362.796,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375362.896,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375362.996,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375363.096,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375363.196,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375363.296,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375363.396,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375363.496,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375363.596,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375363.696,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375363.796,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375363.896,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375363.996,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375364.096,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375364.196,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375364.296,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375364.396,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375364.496,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375364.596,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375364.696,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375364.796,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375364.896,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375364.996,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375365.096,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375365.196,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375365.296,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375365.396,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375365.496,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375365.596,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375365.696,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375365.796,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375365.896,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375365.996,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375366.096,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375366.196,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375366.296,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375366.396,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375366.496,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375366.596,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375366.696,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375366.796,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375366.896,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375366.996,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375367.096,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375367.196,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375367.296,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375367.396,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375367.496,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375367.596,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375367.696,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375367.796,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375367.896,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375367.996,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375368.096,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375368.196,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375368.296,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375368.396,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375368.496,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375368.596,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375368.696,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375368.796,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375368.896,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375368.996,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375369.096,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375369.196,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375369.296,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375369.396,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375369.496,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375369.596,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375369.696,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375369.796,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375369.896,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375369.996,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375370.096,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375370.196,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375370.296,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375370.396,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375370.496,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375370.596,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375370.696,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375370.796,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375370.896,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375370.996,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375371.096,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375371.196,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375371.296,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
1779375371.396,0.000,0.000,0.000,READY,0.000,0.000,0.000,READY
