time,D0_x,D0_y,D0_z,D0_state,D1_x,D1_y,D1_z,D1_state
1779371942.570,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779371942.669,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779371942.769,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779371942.869,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779371942.969,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779371943.069,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779371943.168,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779371943.269,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779371943.369,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779371943.469,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779371943.569,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779371943.669,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779371943.769,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779371943.869,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779371943.969,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779371944.068,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779371944.169,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779371944.268,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779371944.369,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779371944.469,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779371944.569,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779371944.669,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779371944.769,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779371944.869,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779371944.969,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779371945.069,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779371945.169,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779371945.269,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
