time,D0_x,D0_y,D0_z,D0_state,D1_x,D1_y,D1_z,D1_state
1779373466.589,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373466.687,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373466.787,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373466.887,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373466.987,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373467.087,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373467.187,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373467.287,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373467.387,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373467.487,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373467.587,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373467.687,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373467.787,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373467.887,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373467.987,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373468.087,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373468.187,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373468.287,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373468.387,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373468.487,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373468.587,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373468.687,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373468.787,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373468.887,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373468.987,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373469.087,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373469.187,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373469.287,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373469.387,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373469.487,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373469.587,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373469.687,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373469.787,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373469.887,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373469.987,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373470.087,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373470.187,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373470.287,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373470.387,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373470.487,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373470.587,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373470.687,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373470.787,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373470.887,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373470.987,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373471.087,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373471.187,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373471.287,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373471.387,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373471.487,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373471.587,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373471.687,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373471.787,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373471.887,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373471.987,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373472.087,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373472.187,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373472.287,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373472.387,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373472.487,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373472.587,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373472.687,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373472.787,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373472.887,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373472.987,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373473.087,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373473.187,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373473.287,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373473.387,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373473.487,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373473.587,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373473.687,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373473.787,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373473.887,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373473.987,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373474.087,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373474.187,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373474.287,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373474.387,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373474.487,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373474.587,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373474.687,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373474.787,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373474.887,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373474.987,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373475.087,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373475.187,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373475.287,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373475.387,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373475.487,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373475.587,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373475.687,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373475.787,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373475.887,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373475.987,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373476.087,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373476.187,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373476.287,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373476.387,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373476.487,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373476.587,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373476.687,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373476.787,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373476.887,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373476.987,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373477.087,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373477.187,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373477.287,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373477.387,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373477.487,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373477.587,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
1779373477.687,0.000,0.000,0.000,UNKNOWN,0.000,0.000,0.000,UNKNOWN
